Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,Compressor Speed (RPM),,Heat Balance (%)
3757873749,3.969116672,21.889,18.631,17.373,21.021,12.662,16.75,138.474,0.006,398.156,23.768,14.37,0,0,0,0,0,0,98.614,0.001,0,263.721,11.762,151.147,14.26,141.316,9.793,4.433,25.703,252.697,29.159,3.45,1768.873,29.889,22.001,23.387,-21.998,33.801,19.339,9.546,0,0,3.946,0.326,3.817,17.016,5.95,0.012,0.006,18.822,18.829,18.903,19.509,19.406,19.32,18.178,18.133,18.234,19.373,19.173,19.278,17.421,17.63,17.4,18.654,21.413,3437,1769,-3.323457426
3757873751,4.000466673,21.886,18.629,17.373,21.036,12.68,16.75,135.997,0.008,398.148,23.794,14.368,0,0,0,0,0,0,98.617,0.001,0,263.698,11.752,151.132,14.266,141.223,9.773,4.459,25.702,252.675,29.156,3.448,1768.08,29.9,21.885,23.403,-21.998,33.761,19.29,9.518,0,0,3.946,0.379,3.812,17.014,5.983,0.012,0.006,18.813,18.816,18.9,19.497,19.395,19.346,18.169,18.12,18.232,19.367,19.183,19.303,17.42,17.626,17.384,18.646,21.432,3437,1769,-3.454498582
3757873752,4.030783335,21.882,18.628,17.371,21.009,12.672,16.749,133.517,0.008,398.093,23.773,14.368,0,0,0,0,0,0,98.626,0.001,0,263.511,11.751,151.083,14.252,141.384,9.807,4.41,25.739,252.646,29.151,3.406,1768.187,29.887,21.854,23.398,-21.998,33.765,19.319,9.511,0,0,3.941,0.372,3.807,17.015,5.988,0.012,0.006,18.833,18.819,18.895,19.513,19.389,19.327,18.192,18.129,18.23,19.38,19.176,19.31,17.425,17.622,17.396,18.65,21.425,3437,1769,-3.45895715
3757873754,4.062100005,21.895,18.616,17.372,21.025,12.681,16.633,136.16,0.008,398.116,23.774,14.37,0,0,0,0,0,0,98.618,0.001,0,263.606,11.756,151.08,14.236,141.432,9.818,4.384,25.737,252.563,29.14,3.396,1769.663,29.889,21.926,23.389,-21.997,33.782,19.321,9.503,0,0,3.942,0.364,3.817,16.988,5.993,0.012,0.006,18.843,18.824,18.945,19.512,19.39,19.343,18.211,18.133,18.224,19.387,19.191,19.312,17.433,17.629,17.405,18.651,21.425,3437,1769,-3.222064699
3757873756,4.0989,21.868,18.638,17.372,21.04,12.655,16.75,141.968,0.008,398.148,23.792,14.368,0,0,0,0,0,0,98.616,0.001,0,263.351,11.76,151.101,14.247,141.381,9.807,4.406,25.703,252.636,29.15,3.441,1767.15,29.893,21.942,23.386,-21.997,33.74,19.292,9.485,0,0,3.94,0.374,3.816,17.037,5.916,0.012,0.006,18.812,18.812,18.927,19.492,19.387,19.332,18.191,18.129,18.221,19.378,19.182,19.262,17.419,17.618,17.392,18.649,21.427,3437,1769,-3.197524497
3757873758,4.129566669,21.885,18.612,17.372,21.011,12.674,16.749,136.217,0.009,398.116,23.777,14.369,0,0,0,0,0,0,98.624,0.001,0,263.661,11.743,151.12,14.233,141.397,9.81,4.388,25.722,252.585,29.143,3.415,1768.503,29.9,21.887,23.389,-21.998,33.751,19.291,9.48,0,0,3.943,0.387,3.821,16.987,5.991,0.012,0.006,18.829,18.812,18.928,19.483,19.368,19.333,18.192,18.114,18.223,19.365,19.184,19.275,17.423,17.622,17.413,18.653,21.415,3437,1769,-3.142709943
3757873761,4.166566666,21.877,18.633,17.373,21.03,12.682,16.749,148.963,0.008,398.14,23.783,14.369,0,0,0,0,0,0,98.616,0.001,0,263.574,11.759,151.04,14.219,141.321,9.794,4.391,25.739,252.524,29.134,3.388,1768.491,29.899,21.841,23.376,-21.998,33.755,19.262,9.468,0,0,3.941,0.373,3.828,17.026,5.993,0.012,0.006,18.841,18.812,18.933,19.498,19.383,19.348,18.2,18.127,18.227,19.382,19.2,19.293,17.43,17.632,17.431,18.645,21.41,3437,1769,-2.908997297
3757873762,4.197933332,21.873,18.625,17.373,21.006,12.696,16.749,151.263,0.01,398.132,23.778,14.37,0,0,0,0,0,0,98.62,0.001,0,263.561,11.75,151.114,14.223,141.353,9.801,4.387,25.723,252.453,29.124,3.394,1768.058,29.88,21.831,23.389,-21.997,33.767,19.257,9.457,0,0,3.942,0.406,3.808,17.014,6.05,0.012,0.006,18.831,18.81,18.951,19.503,19.37,19.329,18.219,18.131,18.231,19.376,19.202,19.24,17.446,17.629,17.426,18.649,21.415,3437,1769,-3.458064516
3757873764,4.229466669,21.866,18.625,17.372,21.031,12.69,16.749,149.714,0.01,398.148,23.774,14.368,0,0,0,0,0,0,98.614,0.001,0,263.357,11.763,151.071,14.244,141.456,9.823,4.386,25.712,252.66,29.154,3.436,1768.105,29.873,21.94,23.387,-21.998,33.774,19.265,9.442,0,0,3.939,0.413,3.805,17.018,6.012,0.012,0.006,18.837,18.818,18.939,19.506,19.363,19.344,18.224,18.137,18.253,19.382,19.18,19.235,17.449,17.637,17.436,18.654,21.422,3437,1769,-3.460743802
3757873766,4.261366669,21.873,18.623,17.372,21.002,12.678,16.75,123.76,0.01,398.116,23.787,14.368,0,0,0,0,0,0,98.622,0.001,0,263.553,11.765,151.136,14.234,141.376,9.806,4.394,25.724,252.695,29.159,3.429,1768.046,29.881,21.92,23.377,-21.998,33.739,19.281,9.475,0,0,3.942,0.409,3.816,17.011,6.009,0.012,0.006,18.832,18.818,18.937,19.497,19.358,19.348,18.226,18.143,18.26,19.381,19.171,19.225,17.431,17.619,17.442,18.655,21.411,3437,1769,-3.248259861
3757873768,4.292183336,21.853,18.634,17.373,21.016,12.691,16.749,150.311,0.007,398.116,23.786,14.37,0,0,0,0,0,0,98.617,0.001,0,263.331,11.765,151.145,14.204,141.316,9.793,4.377,25.735,252.596,29.144,3.403,1768.746,29.874,21.911,23.38,-21.997,33.752,19.27,9.477,0,0,3.938,0.338,3.811,17.04,6.027,0.012,0.006,18.827,18.829,18.946,19.519,19.358,19.374,18.244,18.158,18.263,19.389,19.188,19.204,17.437,17.624,17.454,18.645,21.416,3437,1769,-3.277842302
3757873770,4.32396667,21.88,18.615,17.372,21.018,12.689,16.75,165.816,0.01,398.148,23.779,14.37,0,0,0,0,0,0,98.616,0.001,0,263.565,11.766,151.148,14.196,141.361,9.803,4.359,25.747,252.687,29.158,3.404,1769.295,29.851,21.95,23.385,-21.997,33.78,19.286,9.483,0,0,3.94,0.41,3.797,16.995,6.022,0.012,0.006,18.826,18.844,18.941,19.499,19.342,19.342,18.237,18.15,18.267,19.373,19.139,19.201,17.441,17.638,17.444,18.652,21.432,3437,1769,-3.6965232
3757873772,4.355483333,21.868,18.601,17.372,21.032,12.7,16.702,136.617,0.012,398.148,23.788,14.37,0,0,0,0,0,0,98.616,0.001,0,263.147,11.766,151.151,14.174,141.454,9.823,4.317,25.761,252.901,29.189,3.422,1767.701,29.883,21.921,23.384,-21.998,33.718,19.306,9.483,0,0,3.933,0.45,3.812,16.978,6.035,0.012,0.006,18.828,18.841,18.935,19.503,19.362,19.334,18.252,18.162,18.281,19.381,19.167,19.183,17.441,17.637,17.45,18.655,21.423,3437,1769,-3.124596514
3757873774,4.393250004,21.899,18.633,17.373,21.028,12.699,16.635,136.8,0.008,398.148,23.784,14.369,0,0,0,0,0,0,98.618,0.001,0,263.544,11.775,151.152,14.179,141.326,9.795,4.35,25.716,252.407,29.117,3.395,1768.437,29.869,21.976,23.374,-21.998,33.77,19.302,9.506,0,0,3.941,0.373,3.811,17.014,6.035,0.012,0.006,18.832,18.847,18.944,19.5,19.364,19.334,18.255,18.176,18.294,19.383,19.17,19.148,17.439,17.641,17.443,18.653,21.421,3437,1769,-3.353973168
3757873776,4.423883335,21.861,18.599,17.373,21.017,12.695,16.638,138.335,0.008,398.14,23.806,14.369,0,0,0,0,0,0,98.617,0.001,0,263.679,11.781,151.194,14.153,141.582,9.85,4.269,25.731,252.545,29.137,3.4,1765.662,29.89,21.91,23.373,-21.997,33.743,19.31,9.46,0,0,3.941,0.371,3.818,16.979,6.035,0.012,0.006,18.824,18.852,18.965,19.487,19.345,19.352,18.254,18.179,18.303,19.379,19.14,19.142,17.434,17.634,17.446,18.649,21.425,3437,1769,-3.170511664
3757873778,4.454633339,21.89,18.613,17.372,21.015,12.7,16.634,144.553,0.008,398.14,23.784,14.37,0,0,0,0,0,0,98.615,0.001,0,263.169,11.795,151.223,14.159,141.337,9.798,4.328,25.739,252.533,29.135,3.391,1766.857,29.869,21.914,23.38,-21.998,33.754,19.318,9.52,0,0,3.934,0.376,3.805,16.987,6.052,0.012,0.006,18.821,18.855,18.973,19.5,19.354,19.349,18.259,18.194,18.309,19.384,19.139,19.125,17.424,17.648,17.458,18.658,21.425,3437,1769,-3.333764052
3757873780,4.485866666,21.871,18.613,17.372,21.014,12.705,16.75,144.826,0.009,398.148,23.775,14.37,0,0,0,0,0,0,98.614,0.001,0,263.522,11.771,151.291,14.141,141.39,9.809,4.297,25.753,252.708,29.161,3.402,1766.902,29.869,21.904,23.38,-21.997,33.741,19.326,9.517,0,0,3.938,0.393,3.805,16.996,6.064,0.012,0.006,18.817,18.85,18.946,19.485,19.344,19.335,18.258,18.181,18.311,19.372,19.11,19.126,17.428,17.645,17.466,18.653,21.42,3437,1769,-3.435360971
3757873782,4.52335,21.882,18.643,17.372,21.013,12.702,16.633,134.885,0.009,398.164,23.764,14.369,0,0,0,0,0,0,98.613,0.001,0,263.221,11.764,151.172,14.133,141.291,9.788,4.311,25.738,252.606,29.146,3.402,1768.124,29.871,21.893,23.369,-21.998,33.712,19.323,9.535,0,0,3.934,0.396,3.815,17.039,6.056,0.012,0.006,18.814,18.86,18.945,19.494,19.35,19.328,18.26,18.194,18.301,19.38,19.106,19.109,17.441,17.663,17.487,18.653,21.424,3437,1769,-3.071364047
3757873784,4.560083334,21.881,18.613,17.373,21.042,12.67,16.634,153.33,0.008,398.14,23.78,14.37,0,0,0,0,0,0,98.615,0.001,0,263.492,11.769,151.139,14.138,141.437,9.819,4.285,25.743,252.505,29.131,3.383,1769.329,29.869,21.86,23.356,-21.998,33.723,19.328,9.509,0,0,3.938,0.368,3.824,16.991,5.95,0.012,0.006,18.819,18.857,18.939,19.487,19.345,19.34,18.275,18.186,18.317,19.393,19.114,19.124,17.436,17.675,17.505,18.656,21.422,3437,1769,-2.937387271
3757873786,4.597000003,21.897,18.606,17.372,21.018,12.685,16.634,126.297,0.01,398.156,23.798,14.369,0,0,0,0,0,0,98.618,0.001,0,263.296,11.767,151.163,14.11,141.436,9.819,4.257,25.739,252.774,29.17,3.425,1769.462,29.901,21.874,23.367,-21.998,33.744,19.307,9.488,0,0,3.934,0.417,3.836,16.972,6.011,0.012,0.006,18.805,18.845,18.931,19.499,19.355,19.345,18.26,18.195,18.317,19.385,19.13,19.155,17.436,17.665,17.496,18.65,21.408,3437,1769,-2.522522523
3757873788,4.62665,21.873,18.609,17.373,21.011,12.703,16.633,130.374,0.007,398.124,23.813,14.37,0,0,0,0,0,0,98.618,0.001,0,263.327,11.777,151.152,14.15,141.452,9.822,4.293,25.754,252.703,29.16,3.4,1769.559,29.885,21.921,23.352,-21.997,33.767,19.302,9.48,0,0,3.935,0.343,3.836,16.988,6.062,0.012,0.006,18.8,18.834,18.934,19.478,19.342,19.344,18.258,18.17,18.297,19.372,19.119,19.149,17.429,17.661,17.485,18.644,21.428,3437,1769,-2.547934629
3757873790,4.659016665,21.857,18.627,17.372,21.009,12.703,16.633,127.857,0.007,398.156,23.786,14.369,0,0,0,0,0,0,98.612,0.001,0,263.428,11.76,151.204,14.147,141.371,9.805,4.307,25.742,252.327,29.106,3.357,1768.441,29.885,21.882,23.373,-21.998,33.736,19.33,9.525,0,0,3.937,0.355,3.821,17.026,6.065,0.012,0.006,18.807,18.842,18.932,19.499,19.343,19.354,18.26,18.189,18.304,19.389,19.134,19.162,17.419,17.665,17.474,18.654,21.43,3437,1769,-2.990461459
3757873792,4.695700002,21.889,18.624,17.373,21.01,12.697,16.634,132.721,0.007,398.132,23.786,14.369,0,0,0,0,0,0,98.615,0.001,0,263.11,11.791,151.118,14.162,141.424,9.816,4.311,25.749,252.895,29.188,3.432,1769.285,29.869,21.893,23.361,-21.998,33.748,19.318,9.502,0,0,3.932,0.348,3.821,17.003,6.049,0.012,0.006,18.8,18.836,18.929,19.512,19.352,19.362,18.283,18.175,18.308,19.385,19.155,19.178,17.417,17.662,17.471,18.653,21.432,3437,1769,-2.863407713
3757873794,4.726966667,21.882,18.606,17.372,21.018,12.673,16.634,134.224,0.008,398.132,23.808,14.37,0,0,0,0,0,0,98.615,0.001,0,263.201,11.774,151.273,14.171,141.358,9.802,4.335,25.739,252.499,29.13,3.386,1770.629,29.875,21.903,23.376,-21.998,33.729,19.336,9.534,0,0,3.935,0.362,3.819,16.979,5.981,0.012,0.006,18.81,18.84,18.932,19.499,19.336,19.342,18.254,18.175,18.3,19.39,19.15,19.178,17.427,17.669,17.488,18.648,21.432,3437,1769,-2.992004127
3757873796,4.757866669,21.869,18.607,17.373,21.007,12.719,16.634,135.381,0.008,398.156,23.793,14.369,0,0,0,0,0,0,98.614,0.001,0,263.551,11.767,151.187,14.163,141.354,9.801,4.327,25.74,252.557,29.139,3.393,1770.135,29.885,21.93,23.393,-21.997,33.751,19.314,9.512,0,0,3.94,0.364,3.814,16.988,6.105,0.012,0.006,18.792,18.821,18.907,19.502,19.341,19.355,18.255,18.178,18.304,19.39,19.159,19.164,17.425,17.671,17.475,18.65,21.424,3437,1769,-3.249935517
3757873798,4.789266666,21.862,18.613,17.372,21.02,12.7,16.634,143.735,0.008,398.132,23.817,14.371,0,0,0,0,0,0,98.615,0.001,0,263.304,11.767,151.152,14.121,141.323,9.794,4.293,25.752,252.447,29.123,3.365,1770.536,29.884,21.946,23.394,-21.999,33.746,19.298,9.504,0,0,3.935,0.368,3.813,17,6.045,0.012,0.006,18.81,18.843,18.916,19.514,19.346,19.358,18.25,18.178,18.311,19.393,19.166,19.186,17.44,17.677,17.484,18.646,21.426,3437,1769,-3.149199793
3757873800,4.826716669,21.889,18.629,17.373,21.025,12.669,16.634,138.234,0.009,398.18,23.771,14.369,0,0,0,0,0,0,98.611,0.001,0,263.232,11.77,151.155,14.172,141.329,9.796,4.342,25.748,252.675,29.156,3.402,1769.56,29.884,21.886,23.403,-21.997,33.73,19.301,9.505,0,0,3.935,0.394,3.806,17.012,5.965,0.012,0.006,18.812,18.839,18.916,19.507,19.336,19.331,18.25,18.195,18.29,19.386,19.174,19.185,17.428,17.669,17.473,18.646,21.426,3437,1769,-3.332902726
3757873802,4.863383333,21.884,18.649,17.372,21.021,12.7,16.633,102.85,0.008,398.132,23.774,14.37,0,0,0,0,0,0,98.618,0.001,0,263.417,11.779,151.166,14.184,141.493,9.831,4.318,25.726,252.74,29.165,3.433,1769.675,29.872,21.891,23.375,-21.998,33.748,19.282,9.451,0,0,3.938,0.378,3.815,17.048,6.045,0.012,0.006,18.807,18.829,18.898,19.511,19.365,19.351,18.251,18.179,18.295,19.395,19.172,19.191,17.433,17.665,17.458,18.646,21.422,3437,1769,-3.172965304
3757873804,4.893033338,21.869,18.617,17.372,21.015,12.708,16.634,139.853,0.005,398.172,23.796,14.369,0,0,0,0,0,0,98.612,0.001,0,263.236,11.773,151.212,14.177,141.312,9.792,4.351,25.73,252.528,29.135,3.398,1768.066,29.891,21.908,23.391,-21.998,33.743,19.271,9.479,0,0,3.936,0.28,3.814,17.003,6.071,0.012,0.006,18.805,18.835,18.926,19.499,19.381,19.348,18.246,18.168,18.301,19.393,19.177,19.205,17.432,17.661,17.468,18.641,21.431,3437,1769,-3.148387097
3757873806,4.930300005,21.862,18.623,17.372,21.037,12.666,16.634,127.189,0.009,398.132,23.795,14.37,0,0,0,0,0,0,98.616,0.001,0,263.422,11.785,151.184,14.183,141.526,9.838,4.31,25.757,252.704,29.16,3.397,1769.809,29.908,21.892,23.381,-21.998,33.736,19.272,9.434,0,0,3.937,0.383,3.833,17.016,5.945,0.012,0.006,18.806,18.841,18.906,19.502,19.351,19.33,18.246,18.167,18.304,19.383,19.156,19.195,17.428,17.665,17.467,18.648,21.428,3437,1769,-2.676962677
3757873809,4.966883334,21.89,18.615,17.371,21.009,12.681,16.634,137.859,0.007,398.164,23.794,14.369,0,0,0,0,0,0,98.616,0.001,0,263.589,11.779,151.243,14.191,141.435,9.819,4.338,25.76,252.59,29.144,3.378,1769.386,29.911,21.926,23.393,-21.998,33.724,19.26,9.441,0,0,3.94,0.347,3.827,16.99,6.009,0.012,0.006,18.801,18.838,18.906,19.484,19.336,19.316,18.233,18.157,18.29,19.379,19.151,19.195,17.434,17.666,17.477,18.645,21.429,3437,1769,-2.909746363
3757873810,4.997900001,21.877,18.628,17.373,21.019,12.704,16.634,134.678,0.008,398.124,23.773,14.37,0,0,0,0,0,0,98.616,0.001,0,263.162,11.782,151.213,14.216,141.542,9.842,4.34,25.779,252.734,29.164,3.379,1769.797,29.897,21.931,23.384,-21.997,33.724,19.291,9.45,0,0,3.933,0.376,3.825,17.017,6.056,0.012,0.006,18.806,18.821,18.905,19.511,19.365,19.333,18.247,18.177,18.304,19.403,19.179,19.198,17.421,17.675,17.469,18.652,21.427,3437,1769,-2.784222738
3757873812,5.029816667,21.876,18.608,17.372,21.007,12.697,16.634,137.39,0.008,398.148,23.796,14.369,0,0,0,0,0,0,98.615,0.001,0,263.514,11.778,151.229,14.182,141.545,9.843,4.305,25.734,252.666,29.155,3.415,1770.065,29.899,21.929,23.391,-21.998,33.752,19.277,9.434,0,0,3.939,0.366,3.823,16.985,6.052,0.012,0.006,18.82,18.813,18.888,19.509,19.381,19.345,18.239,18.178,18.293,19.394,19.167,19.212,17.415,17.682,17.456,18.639,21.425,3437,1769,-2.988920381
3757873814,5.061083333,21.875,18.64,17.372,21.046,12.67,16.634,115.56,0.008,398.132,23.783,14.371,0,0,0,0,0,0,98.615,0.001,0,263.391,11.787,151.208,14.163,141.47,9.826,4.303,25.76,252.735,29.165,3.398,1769.559,29.905,21.877,23.388,-21.998,33.762,19.272,9.446,0,0,3.936,0.377,3.827,17.037,5.945,0.012,0.006,18.828,18.819,18.862,19.52,19.367,19.309,18.219,18.162,18.278,19.393,19.185,19.213,17.426,17.684,17.454,18.647,21.421,3437,1769,-2.808192709
3757873816,5.099100002,21.872,18.624,17.372,21.012,12.682,16.634,148.257,0.006,398.188,23.817,14.37,0,0,0,0,0,0,98.615,0.001,0,263.114,11.765,151.25,14.16,141.455,9.823,4.302,25.762,252.5,29.131,3.362,1768.242,29.916,21.91,23.389,-21.998,33.749,19.277,9.453,0,0,3.932,0.316,3.829,17.013,6.008,0.012,0.006,18.823,18.821,18.889,19.507,19.356,19.329,18.233,18.153,18.287,19.387,19.162,19.219,17.423,17.7,17.459,18.647,21.428,3437,1769,-2.654297127
3757873818,5.130350002,21.88,18.637,17.371,21.003,12.694,16.634,117.042,0.01,398.156,23.802,14.369,0,0,0,0,0,0,98.612,0.001,0,263.413,11.761,151.143,14.16,141.177,9.763,4.363,25.741,252.655,29.153,3.406,1770.702,29.895,21.907,23.384,-21.998,33.76,19.291,9.528,0,0,3.938,0.405,3.826,17.03,6.049,0.012,0.006,18.816,18.812,18.89,19.518,19.354,19.349,18.235,18.153,18.282,19.392,19.147,19.205,17.394,17.685,17.452,18.648,21.438,3437,1769,-2.885110768
3757873821,5.167750001,21.898,18.647,17.373,21.027,12.668,16.633,146.926,0.006,398.132,23.787,14.368,0,0,0,0,0,0,98.614,0.001,0,263.204,11.769,151.125,14.194,141.371,9.805,4.355,25.749,252.602,29.145,3.39,1769.481,29.884,21.874,23.382,-21.998,33.793,19.307,9.502,0,0,3.935,0.322,3.818,17.037,5.961,0.012,0.006,18.825,18.827,18.873,19.516,19.352,19.33,18.232,18.162,18.294,19.388,19.15,19.173,17.417,17.684,17.459,18.645,21.437,3437,1769,-3.018186508
3757873822,5.199233333,21.88,18.64,17.371,21.005,12.69,16.634,119.11,0.01,398.116,23.796,14.37,0,0,0,0,0,0,98.62,0.001,0,263.521,11.777,151.167,14.205,141.398,9.81,4.36,25.736,252.693,29.158,3.416,1770.253,29.896,21.932,23.41,-21.998,33.745,19.305,9.495,0,0,3.94,0.402,3.81,17.034,6.036,0.012,0.006,18.82,18.831,18.896,19.515,19.341,19.324,18.22,18.17,18.288,19.386,19.131,19.176,17.424,17.69,17.471,18.651,21.434,3437,1769,-3.35483871
3757873825,5.235966667,21.88,18.632,17.373,21.017,12.676,16.634,123.79,0.006,398.156,23.782,14.369,0,0,0,0,0,0,98.611,0.001,0,263.304,11.782,151.204,14.212,141.314,9.793,4.385,25.721,252.692,29.158,3.431,1769.167,29.856,21.894,23.4,-21.998,33.734,19.309,9.516,0,0,3.938,0.326,3.79,17.022,5.989,0.012,0.006,18.818,18.83,18.898,19.511,19.328,19.306,18.232,18.176,18.299,19.38,19.12,19.158,17.406,17.684,17.473,18.647,21.421,3437,1769,-3.830227743
3757873827,5.273066672,21.864,18.657,17.372,21.028,12.694,16.634,143.487,0.007,398.14,23.818,14.368,0,0,0,0,0,0,98.615,0.001,0,263.638,11.775,151.226,14.218,141.454,9.823,4.361,25.723,252.618,29.148,3.418,1767.001,29.891,21.881,23.395,-21.998,33.733,19.304,9.481,0,0,3.942,0.34,3.809,17.07,6.024,0.013,0.006,18.84,18.806,18.904,19.526,19.353,19.327,18.226,18.171,18.305,19.39,19.121,19.17,17.42,17.69,17.469,18.638,21.433,3437,1769,-3.43181525
3757873829,5.304316672,21.867,18.638,17.372,21.013,12.688,16.634,128.446,0.009,398.1,23.799,14.369,0,0,0,0,0,0,98.622,0.001,0,263.272,11.782,151.193,14.208,141.435,9.818,4.355,25.74,252.626,29.149,3.403,1768.052,29.888,21.93,23.411,-21.997,33.764,19.303,9.485,0,0,3.936,0.393,3.8,17.039,6.023,0.012,0.006,18.835,18.808,18.882,19.532,19.357,19.332,18.232,18.167,18.281,19.385,19.109,19.184,17.422,17.679,17.469,18.639,21.431,3437,1769,-3.516028956
3757873831,5.335283335,21.877,18.627,17.373,21.028,12.687,16.634,148.907,0.007,398.132,23.793,14.37,0,0,0,0,0,0,98.616,0.001,0,263.526,11.774,151.231,14.234,141.487,9.83,4.37,25.76,252.493,29.13,3.364,1767.755,29.88,21.899,23.389,-21.998,33.76,19.288,9.458,0,0,3.94,0.351,3.808,17.016,6.004,0.012,0.006,18.845,18.815,18.884,19.539,19.382,19.34,18.227,18.17,18.277,19.387,19.14,19.2,17.429,17.69,17.461,18.643,21.435,3437,1769,-3.407330924
3757873833,5.366300003,21.891,18.654,17.373,21.014,12.674,16.634,137.683,0.01,398.156,23.791,14.369,0,0,0,0,0,0,98.615,0.001,0,263.542,11.785,151.19,14.199,141.426,9.817,4.348,25.725,252.703,29.16,3.428,1769.633,29.886,21.899,23.388,-21.998,33.763,19.312,9.495,0,0,3.941,0.41,3.816,17.052,5.987,0.013,0.006,18.838,18.806,18.873,19.519,19.365,19.329,18.217,18.147,18.273,19.385,19.126,19.179,17.419,17.682,17.434,18.65,21.432,3437,1769,-3.222895449
3757873835,5.40401667,21.886,18.646,17.372,21.033,12.693,16.632,130.494,0.008,398.14,23.815,14.37,0,0,0,0,0,0,98.615,0.001,0,263.276,11.779,151.24,14.236,141.385,9.808,4.394,25.753,252.39,29.115,3.355,1769.404,29.861,21.947,23.399,-21.997,33.715,19.306,9.498,0,0,3.937,0.377,3.794,17.041,6.016,0.012,0.006,18.838,18.811,18.87,19.525,19.382,19.357,18.225,18.153,18.281,19.39,19.121,19.199,17.423,17.694,17.437,18.647,21.437,3437,1769,-3.699392058
3757873837,5.441483339,21.88,18.644,17.371,21.031,12.662,16.634,150.966,0.008,398.164,23.788,14.369,0,0,0,0,0,0,98.615,0.001,0,263.21,11.775,151.212,14.224,141.391,9.809,4.38,25.737,252.461,29.125,3.381,1768.191,29.879,21.911,23.412,-21.997,33.714,19.307,9.498,0,0,3.936,0.359,3.795,17.041,5.94,0.012,0.006,18.844,18.806,18.867,19.532,19.387,19.338,18.213,18.155,18.262,19.389,19.125,19.205,17.434,17.708,17.439,18.643,21.426,3437,1769,-3.647652309
3757873839,5.473699999,21.911,18.651,17.372,21.015,12.692,16.634,133.227,0.01,398.14,23.8,14.369,0,0,0,0,0,0,98.618,0.001,0,263.4,11.779,151.195,14.192,141.407,9.813,4.345,25.738,252.861,29.183,3.439,1765.914,29.894,21.891,23.408,-21.997,33.736,19.298,9.485,0,0,3.938,0.414,3.8,17.036,6.031,0.012,0.006,18.834,18.783,18.866,19.543,19.399,19.354,18.214,18.153,18.249,19.391,19.139,19.24,17.438,17.688,17.424,18.646,21.425,3437,1769,-3.56681313
3757873841,5.504550004,21.887,18.64,17.372,21.027,12.674,16.634,144.41,0.008,398.124,23.792,14.37,0,0,0,0,0,0,98.617,0.001,0,263.18,11.777,151.214,14.205,141.554,9.844,4.327,25.734,252.717,29.162,3.422,1767.209,29.886,21.882,23.404,-21.997,33.736,19.303,9.459,0,0,3.934,0.366,3.801,17.031,5.974,0.012,0.006,18.824,18.776,18.855,19.545,19.428,19.36,18.209,18.146,18.247,19.384,19.156,19.204,17.439,17.68,17.417,18.644,21.426,3437,1769,-3.438914027
3757873843,5.541983334,21.873,18.641,17.372,21.011,12.673,16.633,133.388,0.009,398.164,23.794,14.369,0,0,0,0,0,0,98.614,0.001,0,263.105,11.765,151.202,14.214,141.552,9.844,4.335,25.736,252.715,29.162,3.42,1769.932,29.909,21.936,23.389,-21.997,33.758,19.32,9.476,0,0,3.933,0.396,3.829,17.04,5.988,0.012,0.006,18.842,18.809,18.884,19.52,19.404,19.353,18.204,18.145,18.252,19.384,19.154,19.223,17.463,17.704,17.432,18.64,21.426,3437,1769,-2.679721721
3757873845,5.573483332,21.876,18.642,17.372,21.016,12.689,16.633,137.483,0.008,398.132,23.806,14.37,0,0,0,0,0,0,98.615,0.001,0,263.231,11.806,151.146,14.19,141.582,9.85,4.306,25.763,252.682,29.157,3.387,1768.096,29.902,21.956,23.395,-21.997,33.733,19.331,9.48,0,0,3.934,0.365,3.818,17.04,6.023,0.012,0.006,18.828,18.801,18.87,19.526,19.387,19.358,18.221,18.145,18.255,19.402,19.157,19.199,17.441,17.692,17.415,18.645,21.438,3437,1769,-2.992776058
