Time elapsed (s),Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,Compresssor speed (RPM),
3757865585,2.940550001,20.449,17.33,19.129,20.193,12.521,18.491,166.928,0.008,398.259,22.473,14.374,0,0,0,0,0,0,98.471,0.001,0,241.698,9.494,140.35,12.272,130.654,7.421,4.818,24.365,243.799,27.859,3.488,1060.742,29.801,20.701,19.732,-22.38,31.974,17.056,9.635,0,0,3.655,0.296,3.545,15.665,6.41,0.011,0.006,16.201,16.2,16.315,17.125,16.946,17.042,15.416,15.772,15.684,17.001,16.866,16.715,14.495,14.795,14.487,16.073,20.161,3412,1769
3757865587,2.966200002,20.449,17.325,19.129,20.189,12.49,18.491,166.926,0.012,398.267,22.467,14.375,0,0,0,0,0,0,98.472,0.001,0,241.943,9.492,140.432,12.265,130.641,7.418,4.814,24.361,243.674,27.84,3.473,1060.437,29.826,20.722,19.729,-22.38,31.947,17.037,9.618,0,0,3.659,0.361,3.554,15.657,6.341,0.011,0.006,16.198,16.21,16.34,17.122,16.937,17.025,15.412,15.741,15.666,16.998,16.844,16.725,14.506,14.804,14.501,16.067,20.169,3412,1769
3757865589,3.003833334,20.468,17.343,19.13,20.205,12.496,18.491,153.193,0.01,398.306,22.5,14.374,0,0,0,0,0,0,98.472,0.001,0,241.696,9.501,140.422,12.267,130.625,7.415,4.819,24.371,243.756,27.853,3.475,1059.988,29.824,20.698,19.75,-22.379,31.994,17.057,9.642,0,0,3.655,0.363,3.544,15.676,6.34,0.011,0.006,16.18,16.212,16.342,17.112,16.923,17.025,15.417,15.735,15.656,17.016,16.882,16.726,14.511,14.81,14.507,16.074,20.168,3412,1769
3757865591,3.034900006,20.453,17.319,19.129,20.2,12.52,18.492,118.829,0.01,398.275,22.463,14.373,0,0,0,0,0,0,98.473,0.001,0,241.947,9.487,140.463,12.251,130.638,7.418,4.801,24.373,243.682,27.841,3.462,1060.501,29.813,20.705,19.712,-22.379,31.984,17.054,9.637,0,0,3.658,0.329,3.555,15.644,6.402,0.011,0.006,16.181,16.213,16.367,17.103,16.902,17.026,15.423,15.739,15.66,16.997,16.897,16.733,14.523,14.818,14.504,16.074,20.17,3412,1769
3757865592,3.060099999,20.464,17.332,19.13,20.215,12.483,18.491,118.833,0.006,398.251,22.492,14.373,0,0,0,0,0,0,98.475,0.001,0,241.716,9.494,140.4,12.279,130.63,7.416,4.831,24.34,243.665,27.839,3.493,1061.053,29.821,20.708,19.705,-22.379,31.981,17.056,9.64,0,0,3.656,0.258,3.563,15.66,6.299,0.011,0.006,16.171,16.226,16.357,17.123,16.9,17.016,15.428,15.739,15.664,17.011,16.911,16.731,14.512,14.822,14.511,16.071,20.171,3412,1769
3757865594,3.08585,20.464,17.321,19.128,20.178,12.505,18.375,128.176,0.007,398.243,22.509,14.375,0,0,0,0,0,0,98.478,0.001,0,241.779,9.49,140.435,12.272,130.714,7.435,4.805,24.356,243.697,27.844,3.481,1059.84,29.837,20.742,19.729,-22.379,31.981,17.065,9.63,0,0,3.656,0.256,3.555,15.641,6.387,0.011,0.006,16.173,16.214,16.342,17.097,16.88,17.019,15.42,15.738,15.674,17.003,16.933,16.739,14.508,14.823,14.507,16.079,20.175,3412,1769
3757865596,3.111033336,20.452,17.313,19.13,20.195,12.497,18.373,114.486,0.015,398.29,22.501,14.373,0,0,0,0,0,0,98.471,0.001,0,241.733,9.491,140.416,12.279,130.712,7.435,4.812,24.369,243.877,27.87,3.495,1061.06,29.837,20.746,19.729,-22.379,32.003,17.059,9.624,0,0,3.655,0.276,3.559,15.636,6.352,0.011,0.006,16.181,16.193,16.32,17.118,16.901,17.024,15.419,15.737,15.678,17.008,16.927,16.75,14.522,14.824,14.515,16.074,20.167,3412,1769
3757865597,3.142366672,20.472,17.314,19.129,20.185,12.497,18.375,130.532,0.006,398.243,22.49,14.374,0,0,0,0,0,0,98.474,0.001,0,241.79,9.474,140.416,12.255,130.688,7.429,4.793,24.357,243.783,27.856,3.493,1060.14,29.859,20.755,19.71,-22.38,32.009,17.072,9.643,0,0,3.656,0.247,3.571,15.626,6.361,0.011,0.006,16.18,16.175,16.319,17.135,16.889,17.012,15.424,15.729,15.673,17.011,16.947,16.737,14.515,14.835,14.512,16.085,20.161,3412,1769
3757865600,3.181166665,20.466,17.345,19.129,20.197,12.514,18.491,134.817,0.008,398.267,22.517,14.373,0,0,0,0,0,0,98.469,0.001,0,241.685,9.481,140.34,12.275,130.723,7.437,4.805,24.341,243.706,27.845,3.498,1060.59,29.855,20.764,19.732,-22.381,31.951,17.084,9.647,0,0,3.655,0.283,3.563,15.68,6.392,0.011,0.006,16.181,16.162,16.307,17.15,16.903,17.023,15.438,15.74,15.69,17.012,16.943,16.707,14.497,14.81,14.507,16.08,20.164,3412,1769
3757865602,3.217349998,20.476,17.31,19.129,20.215,12.491,18.375,146.985,0.008,398.235,22.466,14.373,0,0,0,0,0,0,98.477,0.001,0,241.737,9.505,140.374,12.285,130.598,7.408,4.844,24.378,243.609,27.83,3.447,1059.688,29.858,20.684,19.717,-22.382,31.997,17.076,9.668,0,0,3.656,0.291,3.566,15.617,6.32,0.011,0.006,16.208,16.155,16.326,17.143,16.88,17.032,15.431,15.734,15.697,16.999,16.952,16.705,14.493,14.81,14.506,16.082,20.177,3412,1769
3757865604,3.248116668,20.48,17.333,19.128,20.203,12.503,18.49,139.558,0.01,398.235,22.492,14.373,0,0,0,0,0,0,98.479,0.001,0,241.523,9.503,140.483,12.302,130.662,7.423,4.846,24.395,243.664,27.839,3.437,1059.826,29.862,20.765,19.703,-22.381,32.004,17.113,9.69,0,0,3.652,0.318,3.573,15.652,6.36,0.011,0.006,16.206,16.176,16.341,17.146,16.876,17.019,15.438,15.736,15.718,17.012,16.91,16.711,14.496,14.81,14.506,16.089,20.166,3412,1769
3757865606,3.278533332,20.457,17.309,19.13,20.182,12.524,18.491,144.189,0.009,398.235,22.506,14.373,0,0,0,0,0,0,98.478,0.001,0,241.319,9.501,140.477,12.313,130.758,7.445,4.836,24.385,243.747,27.851,3.46,1060.751,29.864,20.742,19.699,-22.38,32.01,17.087,9.642,0,0,3.649,0.299,3.578,15.625,6.431,0.011,0.006,16.19,16.184,16.336,17.133,16.866,16.992,15.439,15.757,15.714,16.992,16.891,16.702,14.48,14.813,14.517,16.074,20.173,3412,1769
3757865607,3.308866668,20.478,17.326,19.129,20.197,12.511,18.375,139.557,0.009,398.243,22.492,14.373,0,0,0,0,0,0,98.473,0.001,0,241.489,9.502,140.468,12.3,130.82,7.459,4.808,24.388,243.656,27.837,3.444,1060.342,29.861,20.718,19.693,-22.38,32.034,17.084,9.625,0,0,3.651,0.311,3.578,15.642,6.386,0.011,0.006,16.183,16.182,16.332,17.141,16.906,17.003,15.449,15.762,15.711,16.993,16.911,16.697,14.499,14.807,14.54,16.072,20.183,3412,1769
3757865609,3.339283331,20.478,17.314,19.13,20.189,12.501,18.49,154.335,0.009,398.243,22.488,14.374,0,0,0,0,0,0,98.474,0.001,0,241.725,9.495,140.471,12.315,130.666,7.424,4.858,24.394,243.692,27.843,3.442,1059.892,29.88,20.715,19.715,-22.38,32.016,17.096,9.673,0,0,3.655,0.301,3.576,15.621,6.367,0.011,0.006,16.189,16.187,16.321,17.138,16.902,16.996,15.431,15.754,15.713,16.988,16.909,16.705,14.507,14.829,14.548,16.074,20.176,3412,1769
3757865611,3.376033338,20.453,17.335,19.13,20.188,12.513,18.374,159.968,0.011,398.259,22.475,14.374,0,0,0,0,0,0,98.473,0.001,0,241.699,9.508,140.438,12.309,130.697,7.431,4.845,24.39,243.828,27.863,3.466,1061.037,29.863,20.693,19.723,-22.378,32.048,17.11,9.679,0,0,3.655,0.333,3.571,15.67,6.396,0.011,0.006,16.16,16.188,16.323,17.129,16.908,17,15.449,15.764,15.717,16.993,16.91,16.689,14.483,14.801,14.544,16.067,20.172,3412,1769
3757865613,3.406133334,20.459,17.322,19.129,20.193,12.501,18.375,145.912,0.011,398.275,22.487,14.374,0,0,0,0,0,0,98.469,0.001,0,241.675,9.509,140.497,12.305,130.719,7.436,4.836,24.378,243.696,27.844,3.46,1059.718,29.886,20.753,19.714,-22.38,32.015,17.093,9.657,0,0,3.655,0.345,3.578,15.645,6.364,0.011,0.006,16.178,16.208,16.376,17.131,16.887,17.013,15.444,15.757,15.725,16.988,16.919,16.691,14.508,14.814,14.556,16.07,20.161,3412,1769
3757865615,3.43591667,20.477,17.33,19.13,20.206,12.508,18.491,155.82,0.009,398.267,22.49,14.372,0,0,0,0,0,0,98.471,0.001,0,241.88,9.498,140.501,12.32,130.691,7.43,4.857,24.373,243.603,27.83,3.451,1060.795,29.853,20.727,19.732,-22.381,32.008,17.073,9.643,0,0,3.658,0.315,3.563,15.65,6.369,0.011,0.006,16.166,16.215,16.377,17.107,16.893,16.986,15.439,15.764,15.719,16.979,16.913,16.685,14.493,14.819,14.559,16.061,20.174,3412,1769
3757865617,3.466216667,20.481,17.317,19.13,20.19,12.512,18.375,151.802,0.011,398.219,22.478,14.374,0,0,0,0,0,0,98.481,0.001,0,241.744,9.504,140.45,12.335,130.683,7.428,4.874,24.358,243.819,27.862,3.498,1060.676,29.878,20.727,19.728,-22.381,32.054,17.07,9.642,0,0,3.657,0.335,3.573,15.625,6.392,0.011,0.006,16.186,16.252,16.413,17.106,16.885,16.992,15.433,15.781,15.708,16.983,16.926,16.708,14.505,14.829,14.566,16.061,20.181,3412,1769
3757865619,3.495916669,20.446,17.329,19.129,20.199,12.497,18.375,146.501,0.01,398.259,22.474,14.373,0,0,0,0,0,0,98.471,0.001,0,241.755,9.488,140.48,12.361,130.649,7.42,4.909,24.358,243.689,27.843,3.479,1059.783,29.87,20.749,19.71,-22.382,32.044,17.072,9.652,0,0,3.658,0.329,3.573,15.664,6.348,0.011,0.006,16.186,16.22,16.349,17.108,16.903,16.981,15.437,15.781,15.729,16.993,16.938,16.707,14.485,14.813,14.565,16.069,20.186,3412,1769
3757865621,3.527483336,20.475,17.325,19.13,20.191,12.531,18.375,117.223,0.009,398.243,22.499,14.374,0,0,0,0,0,0,98.475,0.001,0,241.681,9.497,140.405,12.337,130.605,7.41,4.894,24.367,243.884,27.871,3.498,1059.79,29.869,20.676,19.744,-22.382,32.029,17.09,9.68,0,0,3.656,0.315,3.561,15.641,6.437,0.011,0.006,16.195,16.211,16.35,17.106,16.926,17,15.432,15.779,15.713,16.982,16.93,16.728,14.487,14.821,14.574,16.072,20.158,3412,1769
3757865622,3.557600005,20.488,17.327,19.129,20.215,12.508,18.376,149.01,0.006,398.275,22.478,14.375,0,0,0,0,0,0,98.469,0.001,0,242.123,9.493,140.448,12.364,130.671,7.425,4.906,24.351,243.876,27.87,3.513,1059.809,29.871,20.719,19.756,-22.382,32.073,17.086,9.661,0,0,3.664,0.253,3.558,15.637,6.359,0.011,0.006,16.184,16.186,16.287,17.123,16.959,17.041,15.427,15.775,15.719,17.008,16.967,16.776,14.497,14.819,14.572,16.066,20.184,3412,1769
3757865624,3.587183332,20.479,17.313,19.13,20.198,12.509,18.375,117.854,0.01,398.306,22.511,14.373,0,0,0,0,0,0,98.47,0.001,0,242.031,9.488,140.43,12.337,130.764,7.447,4.858,24.365,243.72,27.847,3.476,1059.802,29.873,20.753,19.747,-22.38,32.044,17.105,9.658,0,0,3.661,0.321,3.562,15.62,6.379,0.011,0.006,16.186,16.182,16.338,17.109,16.937,17.015,15.414,15.739,15.69,17,16.941,16.731,14.479,14.812,14.538,16.069,20.18,3412,1769
3757865626,3.624750002,20.482,17.348,19.129,20.204,12.508,18.375,151.31,0.006,398.251,22.492,14.374,0,0,0,0,0,0,98.474,0.001,0,242.121,9.501,140.402,12.33,130.543,7.396,4.901,24.347,243.832,27.864,3.51,1060.679,29.872,20.751,19.756,-22.384,32.07,17.065,9.669,0,0,3.664,0.256,3.561,15.676,6.369,0.011,0.006,16.177,16.19,16.317,17.118,16.948,17.008,15.417,15.737,15.674,16.993,16.938,16.746,14.497,14.828,14.492,16.071,20.172,3412,1769
3757865628,3.653900003,20.471,17.344,19.129,20.201,12.509,18.491,134.724,0.01,398.259,22.486,14.373,0,0,0,0,0,0,98.474,0.001,0,241.758,9.497,140.466,12.326,130.685,7.428,4.865,24.357,243.99,27.887,3.524,1060.465,29.869,20.692,19.756,-22.381,32.076,17.072,9.644,0,0,3.657,0.328,3.559,15.674,6.375,0.011,0.006,16.182,16.177,16.307,17.126,16.951,17.022,15.434,15.748,15.673,16.993,16.95,16.735,14.493,14.819,14.504,16.066,20.17,3412,1769
3757865630,3.689916666,20.467,17.314,19.129,20.192,12.526,18.375,134.997,0.008,398.251,22.496,14.373,0,0,0,0,0,0,98.476,0.001,0,241.724,9.504,140.448,12.335,130.689,7.429,4.873,24.341,243.995,27.888,3.54,1060.776,29.864,20.713,19.735,-22.379,32.066,17.071,9.642,0,0,3.657,0.289,3.566,15.628,6.424,0.011,0.006,16.179,16.163,16.283,17.135,16.942,17.017,15.415,15.744,15.675,17.009,16.964,16.696,14.478,14.817,14.489,16.07,20.167,3412,1769
3757865632,3.720433338,20.471,17.33,19.129,20.184,12.497,18.491,142.452,0.008,398.251,22.5,14.373,0,0,0,0,0,0,98.473,0.001,0,241.747,9.497,140.479,12.318,130.597,7.408,4.877,24.357,244.009,27.89,3.526,1059.747,29.887,20.726,19.764,-22.381,32.064,17.085,9.677,0,0,3.657,0.292,3.561,15.652,6.363,0.011,0.006,16.191,16.159,16.276,17.14,16.937,17.025,15.43,15.732,15.697,17.02,16.947,16.697,14.487,14.826,14.484,16.07,20.174,3412,1769
3757865634,3.757249999,20.466,17.323,19.129,20.191,12.5,18.491,133.912,0.009,398.251,22.508,14.372,0,0,0,0,0,0,98.473,0.001,0,241.804,9.484,140.446,12.316,130.836,7.463,4.82,24.37,244.093,27.902,3.526,1059.855,29.87,20.761,19.756,-22.381,32.094,17.101,9.638,0,0,3.657,0.308,3.558,15.643,6.364,0.011,0.006,16.187,16.174,16.283,17.131,16.881,17.015,15.41,15.723,15.665,16.982,16.927,16.691,14.501,14.833,14.515,16.073,20.18,3412,1769
3757865636,3.787583335,20.474,17.348,19.129,20.209,12.526,18.375,134.485,0.008,398.211,22.499,14.373,0,0,0,0,0,0,98.479,0.001,0,241.757,9.488,140.389,12.333,130.719,7.436,4.864,24.401,243.854,27.867,3.46,1058.467,29.874,20.694,19.745,-22.389,32.058,17.109,9.673,0,0,3.656,0.289,3.558,15.68,6.409,0.011,0.006,16.179,16.159,16.255,17.129,16.896,17.014,15.421,15.74,15.694,17.009,16.924,16.687,14.483,14.822,14.509,16.066,20.172,3412,1769
3757865638,3.823883335,20.474,17.337,19.129,20.21,12.505,18.375,147.632,0.008,398.251,22.462,14.373,0,0,0,0,0,0,98.476,0.001,0,241.829,9.497,140.407,12.334,130.703,7.432,4.869,24.363,243.968,27.884,3.514,1058.748,29.864,20.67,19.736,-22.386,32.061,17.118,9.686,0,0,3.658,0.291,3.559,15.663,6.357,0.011,0.006,16.174,16.167,16.269,17.166,16.906,17.008,15.422,15.751,15.701,17.011,16.926,16.697,14.49,14.836,14.506,16.065,20.169,3412,1769
3757865640,3.859083335,20.486,17.341,19.13,20.21,12.496,18.491,145.034,0.01,398.243,22.497,14.373,0,0,0,0,0,0,98.477,0.001,0,242.066,9.498,140.449,12.328,130.735,7.44,4.856,24.369,244.12,27.906,3.531,1059.842,29.874,20.711,19.749,-22.384,32.079,17.104,9.665,0,0,3.661,0.32,3.561,15.661,6.334,0.011,0.006,16.169,16.16,16.28,17.153,16.932,17.034,15.427,15.741,15.707,17.014,16.944,16.674,14.503,14.821,14.515,16.071,20.17,3412,1769
3757865642,3.889483333,20.476,17.327,19.129,20.199,12.497,18.375,122.704,0.009,398.251,22.496,14.373,0,0,0,0,0,0,98.477,0.001,0,241.715,9.51,140.454,12.346,130.786,7.451,4.862,24.354,243.864,27.868,3.508,1059.806,29.88,20.72,19.75,-22.384,32.068,17.112,9.661,0,0,3.657,0.314,3.563,15.644,6.349,0.011,0.006,16.159,16.182,16.3,17.153,16.906,16.993,15.427,15.725,15.679,16.997,16.94,16.69,14.503,14.83,14.51,16.072,20.172,3412,1769
3757865644,3.924249999,20.468,17.322,19.129,20.203,12.49,18.375,171.241,0.007,398.251,22.501,14.373,0,0,0,0,0,0,98.474,0.001,0,241.871,9.492,140.509,12.325,130.624,7.414,4.878,24.358,244.053,27.896,3.532,1060.447,29.867,20.726,19.735,-22.382,32.047,17.098,9.684,0,0,3.659,0.265,3.566,15.641,6.329,0.011,0.006,16.158,16.174,16.295,17.145,16.898,17.02,15.429,15.746,15.7,16.998,16.959,16.698,14.496,14.825,14.497,16.066,20.177,3412,1769
3757865646,3.953783337,20.472,17.323,19.13,20.213,12.473,18.374,134.255,0.013,398.235,22.507,14.373,0,0,0,0,0,0,98.477,0.001,0,241.715,9.505,140.422,12.297,130.759,7.445,4.819,24.367,243.648,27.836,3.463,1060.52,29.859,20.675,19.759,-22.382,32.047,17.112,9.667,0,0,3.655,0.372,3.555,15.641,6.278,0.011,0.006,16.17,16.173,16.296,17.15,16.922,17.021,15.43,15.721,15.685,16.987,16.919,16.724,14.519,14.832,14.509,16.074,20.174,3412,1769
3757865648,3.988983337,20.475,17.33,19.13,20.196,12.49,18.374,153.877,0.008,398.243,22.499,14.373,0,0,0,0,0,0,98.477,0.001,0,241.734,9.499,140.483,12.317,130.688,7.429,4.855,24.376,243.88,27.871,3.488,1060.933,29.872,20.69,19.751,-22.378,32.014,17.147,9.718,0,0,3.656,0.291,3.564,15.649,6.335,0.011,0.006,16.141,16.163,16.29,17.161,16.915,17.013,15.438,15.715,15.675,17.007,16.926,16.72,14.515,14.82,14.491,16.075,20.174,3412,1769
3757865650,4.017983333,20.49,17.333,19.13,20.202,12.506,18.375,137.667,0.01,398.235,22.482,14.373,0,0,0,0,0,0,98.475,0.001,0,241.774,9.492,140.455,12.328,130.713,7.434,4.861,24.398,243.928,27.878,3.474,1059.898,29.84,20.714,19.744,-22.38,32.016,17.121,9.687,0,0,3.656,0.333,3.552,15.647,6.367,0.011,0.006,16.132,16.184,16.263,17.168,16.935,16.999,15.445,15.726,15.685,17.004,16.925,16.73,14.523,14.827,14.497,16.073,20.177,3412,1769
3757865652,4.047366667,20.483,17.346,19.13,20.209,12.504,18.491,158.691,0.008,398.243,22.487,14.374,0,0,0,0,0,0,98.475,0.001,0,241.885,9.504,140.424,12.32,130.836,7.463,4.824,24.378,243.972,27.884,3.5,1060.717,29.868,20.751,19.743,-22.381,32.016,17.135,9.672,0,0,3.658,0.299,3.565,15.673,6.355,0.011,0.006,16.139,16.177,16.277,17.159,16.93,16.995,15.445,15.73,15.695,16.997,16.94,16.74,14.508,14.819,14.505,16.074,20.169,3412,1769
3757865654,4.082866669,20.448,17.329,19.13,20.201,12.513,18.375,141.398,0.011,398.275,22.483,14.374,0,0,0,0,0,0,98.474,0.001,0,241.679,9.495,140.481,12.323,130.742,7.442,4.848,24.374,244.075,27.9,3.52,1060.059,29.845,20.731,19.737,-22.382,32.009,17.134,9.693,0,0,3.655,0.342,3.556,15.664,6.385,0.011,0.006,16.138,16.175,16.26,17.166,16.927,17,15.432,15.732,15.697,16.993,16.955,16.754,14.524,14.838,14.509,16.078,20.166,3412,1769
3757865656,4.112450004,20.48,17.333,19.13,20.219,12.497,18.375,141.28,0.009,398.259,22.5,14.374,0,0,0,0,0,0,98.473,0.001,0,241.847,9.513,140.438,12.323,130.752,7.444,4.847,24.39,244.089,27.902,3.505,1060.716,29.846,20.718,19.744,-22.381,32.007,17.104,9.661,0,0,3.657,0.306,3.556,15.651,6.33,0.011,0.006,16.128,16.171,16.257,17.156,16.913,17.005,15.425,15.72,15.697,16.985,16.963,16.741,14.5,14.828,14.496,16.073,20.184,3412,1769
3757865657,4.142066669,20.484,17.335,19.13,20.208,12.481,18.375,143.649,0.009,398.259,22.504,14.374,0,0,0,0,0,0,98.476,0.001,0,242.068,9.508,140.519,12.304,130.752,7.444,4.828,24.419,243.955,27.882,3.457,1060.316,29.845,20.76,19.736,-22.378,32.011,17.11,9.667,0,0,3.659,0.307,3.558,15.653,6.301,0.011,0.006,16.13,16.172,16.256,17.161,16.892,16.998,15.427,15.719,15.685,16.99,16.972,16.735,14.51,14.84,14.495,16.068,20.175,3412,1769
3757865660,4.177350005,20.48,17.339,19.129,20.2,12.463,18.375,146.398,0.009,398.259,22.509,14.372,0,0,0,0,0,0,98.474,0.001,0,241.729,9.5,140.499,12.326,130.694,7.43,4.863,24.405,243.979,27.885,3.474,1060.957,29.852,20.709,19.76,-22.377,31.981,17.084,9.654,0,0,3.655,0.314,3.553,15.662,6.266,0.011,0.006,16.134,16.168,16.283,17.16,16.885,17.014,15.43,15.728,15.696,16.98,16.958,16.744,14.516,14.843,14.523,16.068,20.176,3412,1769
3757865661,4.202216665,20.47,17.333,19.13,20.195,12.499,18.375,141.305,0.009,398.227,22.517,14.373,0,0,0,0,0,0,98.477,0.001,0,241.946,9.514,140.463,12.319,130.815,7.458,4.828,24.381,243.993,27.887,3.5,1060.53,29.845,20.726,19.754,-22.379,32.007,17.103,9.645,0,0,3.659,0.317,3.552,15.659,6.358,0.011,0.006,16.127,16.162,16.29,17.175,16.88,17.017,15.433,15.751,15.708,16.983,16.966,16.726,14.514,14.839,14.509,16.068,20.188,3412,1769
3757865663,4.231816665,20.477,17.328,19.128,20.209,12.471,18.375,130.752,0.009,398.243,22.521,14.374,0,0,0,0,0,0,98.474,0.001,0,241.768,9.509,140.525,12.297,130.713,7.434,4.83,24.405,244.038,27.894,3.483,1060.042,29.863,20.709,19.752,-22.38,31.972,17.112,9.677,0,0,3.655,0.307,3.557,15.646,6.276,0.011,0.006,16.114,16.152,16.278,17.165,16.894,17.026,15.418,15.752,15.691,16.962,16.952,16.74,14.507,14.828,14.513,16.074,20.175,3412,1769
3757865665,4.266933338,20.493,17.325,19.129,20.196,12.504,18.375,150.25,0.008,398.259,22.53,14.371,0,0,0,0,0,0,98.475,0.001,0,242.077,9.51,140.504,12.312,130.792,7.453,4.827,24.395,244.033,27.893,3.492,1060.575,29.844,20.696,19.763,-22.381,32.022,17.084,9.631,0,0,3.66,0.282,3.548,15.632,6.369,0.011,0.006,16.131,16.136,16.303,17.163,16.913,17.023,15.425,15.741,15.692,16.963,16.966,16.778,14.509,14.844,14.521,16.07,20.178,3412,1769
3757865667,4.296299998,20.502,17.318,19.129,20.193,12.488,18.375,123.373,0.01,398.195,22.528,14.373,0,0,0,0,0,0,98.48,0.001,0,242.15,9.51,140.508,12.319,130.76,7.445,4.841,24.387,244.018,27.891,3.497,1060.949,29.841,20.673,19.753,-22.381,31.983,17.079,9.634,0,0,3.662,0.325,3.552,15.614,6.333,0.011,0.006,16.141,16.134,16.312,17.166,16.912,17.022,15.423,15.738,15.667,16.968,17.001,16.764,14.51,14.843,14.516,16.077,20.187,3412,1769
3757865668,4.320166667,20.469,17.348,19.129,20.204,12.502,18.375,123.376,0.007,398.243,22.512,14.373,0,0,0,0,0,0,98.474,0.001,0,242.02,9.511,140.51,12.325,130.783,7.45,4.841,24.393,244.138,27.909,3.51,1060.51,29.837,20.733,19.746,-22.38,31.995,17.119,9.669,0,0,3.66,0.268,3.552,15.684,6.356,0.011,0.006,16.155,16.148,16.321,17.153,16.919,17.029,15.439,15.714,15.668,16.984,16.975,16.756,14.511,14.835,14.482,16.079,20.184,3412,1769
3757865670,4.349883334,20.476,17.341,19.128,20.201,12.469,18.439,137.603,0.011,398.243,22.497,14.372,0,0,0,0,0,0,98.476,0.001,0,241.877,9.517,140.512,12.314,130.696,7.431,4.851,24.375,243.831,27.863,3.482,1059.903,29.817,20.719,19.759,-22.379,31.996,17.116,9.685,0,0,3.658,0.269,3.538,15.667,6.279,0.011,0.006,16.169,16.145,16.308,17.14,16.924,17.03,15.448,15.694,15.669,16.989,16.989,16.748,14.53,14.844,14.488,16.071,20.181,3412,1769
3757865672,4.380116669,20.458,17.312,19.13,20.201,12.471,18.376,143.395,0.008,398.219,22.495,14.373,0,0,0,0,0,0,98.479,0.001,0,241.742,9.508,140.539,12.313,130.757,7.444,4.835,24.401,243.941,27.88,3.472,1059.379,29.856,20.704,19.749,-22.385,31.993,17.093,9.648,0,0,3.655,0.298,3.554,15.63,6.285,0.011,0.006,16.194,16.151,16.324,17.141,16.92,17.025,15.442,15.699,15.668,16.987,16.988,16.748,14.541,14.853,14.49,16.075,20.181,3412,1769
3757865674,4.414966671,20.491,17.344,19.128,20.188,12.477,18.374,135.815,0.009,398.243,22.514,14.374,0,0,0,0,0,0,98.475,0.001,0,241.715,9.506,140.499,12.308,130.778,7.449,4.826,24.392,243.985,27.886,3.488,1059.738,29.833,20.687,19.745,-22.383,31.989,17.098,9.649,0,0,3.655,0.313,3.548,15.664,6.312,0.011,0.006,16.181,16.143,16.306,17.154,16.93,17.03,15.43,15.705,15.665,16.996,16.958,16.761,14.502,14.849,14.478,16.075,20.174,3412,1769
3757865676,4.450100001,20.489,17.355,19.129,20.215,12.465,18.375,129.948,0.008,398.267,22.493,14.375,0,0,0,0,0,0,98.47,0.001,0,241.786,9.498,140.488,12.309,130.75,7.443,4.833,24.392,244.015,27.891,3.492,1059.67,29.861,20.702,19.723,-22.381,31.99,17.047,9.603,0,0,3.656,0.297,3.565,15.684,6.255,0.011,0.006,16.163,16.139,16.287,17.171,16.923,17.012,15.443,15.712,15.68,17.013,16.964,16.713,14.501,14.827,14.466,16.065,20.18,3412,1769
3757865678,4.479299998,20.475,17.33,19.129,20.198,12.469,18.375,143.808,0.007,398.298,22.529,14.375,0,0,0,0,0,0,98.471,0.001,0,241.943,9.514,140.451,12.277,130.847,7.466,4.779,24.402,243.915,27.876,3.468,1059.733,29.858,20.694,19.749,-22.381,31.994,17.039,9.573,0,0,3.657,0.283,3.555,15.65,6.282,0.011,0.006,16.175,16.156,16.293,17.168,16.92,17.001,15.423,15.672,15.673,17.009,16.938,16.754,14.505,14.847,14.482,16.069,20.183,3412,1769
