Time elapsed (s),Time elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,,Heat Balance min limit (%),Heat Balance (%),Heat balance max limit (%)
3758469773,2.901483337,22.666,19.018,23.698,20.911,15.831,22.901,130.701,0.007,396.834,23.844,14.321,0,0,0,0,0,0,98.84,0.001,0,196.162,17.181,178.955,24.528,181.938,17.836,6.65,25.615,262.612,30.564,4.942,1762.95,33.918,21.767,28.836,-21.994,27.003,24.235,6.398,0,0,3.011,0.203,2.972,17.247,12.776,0.013,0.009,25.011,25.161,25.217,24.845,25.173,25.207,24.488,24.661,24.559,24.006,24.071,24.036,23.304,23.41,23.41,24.439,21.975,2039,732,-5,1.303693799,5
3758469775,2.932500005,22.686,19.022,23.697,20.918,15.835,22.785,138.387,0.008,396.81,23.804,14.322,0,0,0,0,0,0,98.836,0.001,0,196.327,17.169,178.974,24.572,181.996,17.847,6.684,25.636,262.762,30.585,4.943,1763.852,33.893,21.81,28.855,-21.994,27.06,24.232,6.385,0,0,3.014,0.203,2.948,17.243,12.777,0.013,0.009,25,25.149,25.214,24.857,25.175,25.2,24.498,24.665,24.561,24.013,24.07,24.015,23.301,23.396,23.403,24.435,21.971,2039,732,-5,2.21402214,5
3758469777,2.96771667,22.647,19.02,23.697,20.939,15.839,22.785,130.99,0.008,396.826,23.829,14.323,0,0,0,0,0,0,98.837,0.001,0,196.101,17.183,178.906,24.553,182.118,17.869,6.642,25.607,262.445,30.541,4.927,1764.175,33.905,21.794,28.841,-21.993,27.028,24.241,6.372,0,0,3.01,0.215,2.964,17.258,12.772,0.013,0.009,25.008,25.157,25.22,24.853,25.183,25.198,24.478,24.663,24.554,24.016,24.061,24.025,23.294,23.399,23.393,24.436,21.96,2039,732,-5,1.540006696,5
3758469779,2.996783336,22.668,19.018,23.695,20.939,15.827,22.785,132.415,0.008,396.849,23.823,14.322,0,0,0,0,0,0,98.838,0.001,0,195.979,17.173,178.984,24.55,181.974,17.843,6.665,25.63,262.57,30.558,4.922,1762.732,33.9,21.794,28.822,-21.993,27.03,24.228,6.385,0,0,3.008,0.204,2.969,17.245,12.75,0.013,0.009,25.01,25.158,25.213,24.861,25.182,25.203,24.486,24.663,24.551,24.016,24.066,24.018,23.302,23.391,23.398,24.442,21.983,2039,732,-5,1.30500251,5
3758469781,3.026233339,22.683,19.015,23.697,20.924,15.809,22.9,133.566,0.008,396.834,23.845,14.321,0,0,0,0,0,0,98.84,0.001,0,196.195,17.18,178.926,24.554,182.051,17.857,6.655,25.626,262.607,30.563,4.932,1763.173,33.911,21.787,28.856,-21.994,27.015,24.241,6.384,0,0,3.012,0.207,2.957,17.232,12.726,0.013,0.009,25.001,25.167,25.221,24.867,25.197,25.219,24.487,24.681,24.562,24.016,24.068,24.025,23.294,23.4,23.401,24.444,21.976,2039,732,-5,1.84285475,5
3758469783,3.055633338,22.687,19.034,23.697,20.929,15.819,22.787,130.594,0.008,396.802,23.827,14.323,0,0,0,0,0,0,98.843,0.001,0,195.926,17.192,178.968,24.561,182.054,17.857,6.661,25.642,262.467,30.544,4.895,1763.404,33.91,21.734,28.825,-21.994,27.011,24.241,6.384,0,0,3.007,0.209,2.975,17.261,12.74,0.013,0.009,24.997,25.158,25.202,24.866,25.195,25.225,24.494,24.681,24.574,24.026,24.069,24.013,23.299,23.402,23.401,24.446,21.984,2039,732,-5,1.069876296,5
3758469785,3.086266669,22.665,18.994,23.697,20.97,15.816,22.786,132.3,0.007,396.849,23.822,14.323,0,0,0,0,0,0,98.837,0.001,0,195.866,17.182,179.031,24.544,182.057,17.858,6.644,25.646,262.514,30.551,4.898,1763.114,33.919,21.844,28.844,-21.994,27.023,24.244,6.386,0,0,3.006,0.202,2.969,17.208,12.709,0.013,0.009,25.008,25.158,25.22,24.865,25.184,25.211,24.493,24.681,24.564,24.022,24.061,24.026,23.305,23.397,23.408,24.448,21.973,2039,732,-5,1.238493724,5
3758469787,3.122250001,22.683,19.006,23.697,20.936,15.815,22.784,137.556,0.008,396.857,23.835,14.323,0,0,0,0,0,0,98.843,0.001,0,195.919,17.187,178.978,24.557,181.936,17.836,6.679,25.614,262.475,30.545,4.925,1764.481,33.909,21.85,28.857,-21.993,27.043,24.233,6.397,0,0,3.008,0.206,2.957,17.218,12.729,0.013,0.009,24.995,25.157,25.198,24.878,25.213,25.22,24.498,24.686,24.575,24.029,24.075,24.024,23.293,23.412,23.399,24.442,21.989,2039,732,-5,1.709974853,5
3758469789,3.158166671,22.69,18.994,23.698,20.932,15.831,22.902,132.068,0.008,396.865,23.83,14.323,0,0,0,0,0,0,98.836,0.001,0,195.951,17.172,179.003,24.537,182.164,17.878,6.617,25.62,262.461,30.543,4.917,1763.174,33.911,21.765,28.847,-21.993,27.007,24.252,6.374,0,0,3.007,0.212,2.962,17.194,12.761,0.013,0.009,24.989,25.138,25.195,24.874,25.194,25.195,24.496,24.662,24.559,24.014,24.064,24.012,23.302,23.399,23.402,24.448,21.972,2039,732,-5,1.50779025,5
3758469791,3.189283339,22.678,19.011,23.697,20.927,15.842,22.785,134.724,0.008,396.857,23.813,14.322,0,0,0,0,0,0,98.837,0.001,0,195.541,17.178,178.92,24.525,182.06,17.859,6.624,25.648,262.549,30.556,4.902,1763.352,33.893,21.867,28.838,-21.993,27.004,24.238,6.379,0,0,3,0.204,2.957,17.228,12.785,0.013,0.009,25.01,25.162,25.184,24.871,25.204,25.196,24.502,24.662,24.568,24.017,24.071,24.038,23.311,23.411,23.407,24.438,21.968,2039,732,-5,1.443679705,5
3758469793,3.225183336,22.665,19.021,23.697,20.943,15.851,22.785,134.855,0.008,396.842,23.818,14.322,0,0,0,0,0,0,98.837,0.001,0,195.929,17.186,178.953,24.514,182.106,17.867,6.605,25.653,262.469,30.544,4.885,1764.498,33.901,21.812,28.829,-21.993,26.991,24.224,6.357,0,0,3.006,0.208,2.969,17.252,12.792,0.013,0.009,25.017,25.165,25.182,24.868,25.189,25.188,24.485,24.663,24.558,24.018,24.071,24.042,23.315,23.417,23.41,24.44,21.972,2039,732,-5,1.238493724,5
3758469795,3.255183339,22.676,19.018,23.698,20.939,15.822,22.901,138.714,0.008,396.826,23.814,14.323,0,0,0,0,0,0,98.842,0.001,0,195.868,17.175,178.997,24.533,181.955,17.839,6.652,25.653,262.443,30.54,4.881,1764.467,33.86,21.82,28.829,-21.993,26.976,24.228,6.389,0,0,3.006,0.21,2.945,17.24,12.74,0.013,0.009,25.006,25.147,25.175,24.859,25.197,25.184,24.492,24.676,24.561,24.013,24.069,24.042,23.304,23.402,23.397,24.442,21.973,2039,732,-5,2.050075618,5
3758469796,3.284550007,22.692,19.028,23.697,20.947,15.82,22.785,134.152,0.008,396.849,23.834,14.323,0,0,0,0,0,0,98.84,0.001,0,195.532,17.178,178.941,24.498,181.957,17.84,6.617,25.614,262.393,30.533,4.914,1763.601,33.91,21.836,28.843,-21.994,26.958,24.252,6.412,0,0,3.001,0.217,2.965,17.249,12.731,0.013,0.009,25.001,25.135,25.178,24.863,25.213,25.183,24.507,24.675,24.576,24.023,24.078,24.022,23.296,23.401,23.387,24.444,21.963,2039,732,-5,1.206838753,5
3758469799,3.322366667,22.683,18.993,23.696,20.937,15.859,22.784,127.364,0.008,396.849,23.813,14.323,0,0,0,0,0,0,98.84,0.001,0,195.64,17.169,178.955,24.516,182.04,17.855,6.619,25.629,262.515,30.551,4.915,1763.177,33.892,21.798,28.851,-21.994,26.993,24.24,6.385,0,0,3.002,0.205,2.949,17.197,12.81,0.013,0.009,25.013,25.157,25.19,24.869,25.218,25.19,24.5,24.67,24.57,24.013,24.065,24.045,23.312,23.423,23.402,24.45,21.963,2039,732,-5,1.781213241,5
3758469801,3.358383338,22.661,19.036,23.698,20.93,15.872,22.785,134.562,0.007,396.857,23.796,14.322,0,0,0,0,0,0,98.837,0.001,0,195.916,17.17,178.905,24.514,181.922,17.834,6.638,25.637,262.378,30.531,4.888,1763.754,33.883,21.792,28.821,-21.994,27.002,24.241,6.407,0,0,3.007,0.197,2.962,17.277,12.839,0.013,0.01,25.007,25.154,25.209,24.873,25.219,25.18,24.491,24.676,24.575,24.03,24.078,24.042,23.319,23.402,23.406,24.446,21.971,2039,732,-5,1.50779025,5
3758469803,3.389183338,22.66,19.027,23.697,20.95,15.861,22.784,125.828,0.008,396.818,23.822,14.322,0,0,0,0,0,0,98.841,0.001,0,195.669,17.187,178.911,24.517,182.039,17.854,6.621,25.633,262.37,30.53,4.891,1764.336,33.872,21.793,28.83,-21.993,27.001,24.247,6.392,0,0,3.003,0.208,2.951,17.264,12.805,0.013,0.009,25.002,25.16,25.208,24.876,25.235,25.191,24.495,24.669,24.574,24.022,24.078,24.042,23.328,23.403,23.409,24.445,21.964,2039,732,-5,1.746724891,5
3758469805,3.419550006,22.691,19.028,23.697,20.958,15.844,22.785,129.261,0.007,396.842,23.808,14.322,0,0,0,0,0,0,98.841,0.001,0,195.507,17.178,179.004,24.53,181.889,17.827,6.66,25.638,262.379,30.531,4.888,1763.879,33.887,21.857,28.842,-21.994,26.957,24.238,6.411,0,0,3.001,0.195,2.952,17.249,12.769,0.013,0.009,25.006,25.162,25.216,24.883,25.241,25.187,24.489,24.662,24.573,24.028,24.081,24.047,23.323,23.41,23.411,24.445,21.982,2039,732,-5,1.646228792,5
3758469807,3.45878334,22.697,19.005,23.697,20.959,15.837,22.785,137.573,0.007,396.834,23.803,14.322,0,0,0,0,0,0,98.844,0.001,0,195.832,17.166,178.954,24.516,182.003,17.848,6.626,25.654,262.358,30.528,4.868,1762.879,33.879,21.863,28.816,-21.993,26.97,24.245,6.397,0,0,3.005,0.2,2.961,17.209,12.755,0.013,0.009,24.997,25.157,25.209,24.869,25.229,25.185,24.485,24.656,24.566,24.024,24.07,24.041,23.326,23.415,23.409,24.448,21.984,2039,732,-5,1.475025142,5
3758469809,3.495800002,22.676,19.008,23.697,20.932,15.849,22.785,129.831,0.008,396.826,23.822,14.322,0,0,0,0,0,0,98.845,0.001,0,195.494,17.16,178.894,24.508,181.999,17.847,6.619,25.643,262.325,30.524,4.874,1763.939,33.901,21.794,28.812,-21.993,26.94,24.254,6.406,0,0,3,0.212,2.978,17.225,12.795,0.013,0.009,24.989,25.15,25.212,24.888,25.239,25.201,24.486,24.677,24.59,24.04,24.089,24.027,23.323,23.406,23.401,24.452,21.964,2039,732,-5,0.736032118,5
3758469811,3.525266671,22.666,19.021,23.697,20.913,15.826,22.902,133.548,0.007,396.826,23.797,14.322,0,0,0,0,0,0,98.84,0.001,0,195.749,17.169,178.858,24.535,181.98,17.844,6.649,25.631,262.338,30.526,4.889,1763.197,33.88,21.767,28.808,-21.994,26.99,24.247,6.403,0,0,3.004,0.202,2.967,17.251,12.764,0.013,0.009,24.995,25.15,25.199,24.875,25.21,25.181,24.467,24.669,24.571,24.02,24.074,24.029,23.311,23.411,23.407,24.45,21.974,2039,732,-5,1.239323396,5
3758469813,3.555066673,22.708,19.002,23.697,20.961,15.812,22.785,134.547,0.008,396.842,23.837,14.322,0,0,0,0,0,0,98.836,0.001,0,196.034,17.178,178.908,24.503,182.021,17.851,6.61,25.651,262.279,30.517,4.86,1763.836,33.906,21.833,28.836,-21.994,26.92,24.247,6.396,0,0,3.008,0.208,2.967,17.198,12.708,0.013,0.009,25.003,25.15,25.208,24.884,25.198,25.181,24.479,24.667,24.57,24.007,24.061,24.053,23.323,23.407,23.41,24.449,21.976,2039,732,-5,1.372384937,5
3758469815,3.585350005,22.683,18.996,23.698,20.931,15.827,22.785,132.492,0.008,396.834,23.827,14.322,0,0,0,0,0,0,98.844,0.001,0,196.055,17.171,178.953,24.505,181.993,17.846,6.617,25.652,262.49,30.547,4.889,1764.411,33.88,21.82,28.837,-21.993,26.923,24.249,6.403,0,0,3.008,0.208,2.952,17.201,12.755,0.013,0.009,25.005,25.149,25.218,24.88,25.206,25.183,24.484,24.664,24.573,24.026,24.065,24.042,23.33,23.408,23.407,24.453,21.982,2039,732,-5,1.879194631,5
3758469816,3.61535,22.669,19.018,23.696,20.923,15.837,22.785,118.931,0.008,396.818,23.831,14.322,0,0,0,0,0,0,98.841,0.001,0,195.882,17.177,178.919,24.511,182.031,17.853,6.616,25.647,262.348,30.527,4.874,1762.362,33.909,21.768,28.813,-21.993,26.944,24.252,6.398,0,0,3.005,0.206,2.98,17.245,12.778,0.013,0.009,25.001,25.157,25.215,24.883,25.205,25.188,24.485,24.658,24.573,24.026,24.088,24.05,23.321,23.404,23.404,24.454,21.972,2039,732,-5,0.835421888,5
3758469818,3.645366669,22.682,19.004,23.697,20.939,15.84,22.784,133.582,0.006,396.834,23.84,14.322,0,0,0,0,0,0,98.837,0.001,0,195.639,17.163,178.952,24.505,181.887,17.827,6.636,25.638,262.418,30.537,4.893,1764.137,33.899,21.829,28.849,-21.994,26.935,24.243,6.416,0,0,3.002,0.184,2.956,17.216,12.773,0.013,0.009,25.018,25.163,25.246,24.888,25.21,25.179,24.503,24.66,24.584,24.028,24.077,24.051,23.335,23.405,23.408,24.448,21.992,2039,732,-5,1.54414233,5
3758469820,3.675900006,22.684,18.997,23.697,20.925,15.814,22.784,130.294,0.008,396.818,23.848,14.322,0,0,0,0,0,0,98.842,0.001,0,195.844,17.17,178.877,24.499,181.84,17.818,6.639,25.636,262.422,30.537,4.895,1764.381,33.911,21.727,28.816,-21.994,26.948,24.257,6.438,0,0,3.005,0.207,2.983,17.203,12.735,0.013,0.009,25.01,25.165,25.234,24.887,25.199,25.178,24.504,24.654,24.569,24.018,24.078,24.051,23.327,23.414,23.406,24.457,21.975,2039,732,-5,0.734802939,5
3758469821,3.700650001,22.671,19.02,23.697,20.933,15.833,22.784,135.272,0.007,396.834,23.842,14.323,0,0,0,0,0,0,98.838,0.001,0,195.998,17.173,178.913,24.513,181.761,17.804,6.667,25.612,262.491,30.547,4.929,1763.854,33.898,21.818,28.837,-21.994,26.951,24.253,6.449,0,0,3.009,0.203,2.962,17.246,12.764,0.013,0.009,25.004,25.148,25.253,24.88,25.194,25.171,24.513,24.66,24.572,24.022,24.084,24.04,23.321,23.404,23.41,24.456,21.975,2039,732,-5,1.574275666,5
3758469824,3.736383335,22.695,19.03,23.697,20.937,15.84,22.902,133.134,0.008,396.849,23.862,14.322,0,0,0,0,0,0,98.837,0.001,0,195.934,17.168,178.927,24.512,181.935,17.836,6.634,25.632,262.292,30.519,4.881,1760.796,33.895,21.779,28.836,-21.994,26.948,24.261,6.425,0,0,3.007,0.211,2.955,17.251,12.774,0.013,0.009,25.011,25.162,25.243,24.882,25.206,25.155,24.492,24.656,24.565,24.012,24.075,24.057,23.328,23.414,23.419,24.452,21.978,2039,732,-5,1.74438108,5
3758469825,3.760800004,22.675,19.019,23.698,20.936,15.859,22.785,133.132,0.008,396.834,23.823,14.325,0,0,0,0,0,0,98.841,0.001,0,195.929,17.17,178.9,24.512,181.974,17.843,6.627,25.604,262.479,30.545,4.935,1763.209,33.887,21.801,28.84,-21.994,26.984,24.259,6.416,0,0,3.007,0.205,2.953,17.243,12.81,0.013,0.009,25.01,25.152,25.24,24.884,25.209,25.158,24.509,24.659,24.577,24.025,24.082,24.058,23.327,23.423,23.414,24.447,21.979,2039,732,-5,1.812080537,5
3758469827,3.790333335,22.692,19.017,23.697,20.94,15.812,22.785,137.343,0.007,396.905,23.851,14.323,0,0,0,0,0,0,98.84,0.001,0,195.945,17.187,178.915,24.505,181.953,17.84,6.624,25.619,262.49,30.547,4.922,1763.201,33.863,21.763,28.816,-21.993,26.965,24.244,6.404,0,0,3.007,0.208,2.952,17.232,12.72,0.013,0.009,25.015,25.158,25.236,24.876,25.223,25.17,24.511,24.678,24.572,24.03,24.091,24.052,23.334,23.414,23.414,24.452,21.984,2039,732,-5,1.845947307,5
3758469829,3.820550005,22.723,19.003,23.698,20.944,15.832,22.784,134.857,0.008,396.849,23.851,14.322,0,0,0,0,0,0,98.838,0.001,0,195.988,17.168,179.002,24.5,181.907,17.831,6.627,25.622,262.373,30.531,4.903,1764.445,33.898,21.78,28.823,-21.994,26.971,24.259,6.428,0,0,3.008,0.212,2.97,17.193,12.754,0.013,0.009,25.019,25.163,25.245,24.87,25.209,25.16,24.502,24.667,24.569,24.014,24.084,24.065,23.344,23.424,23.421,24.451,21.989,2039,732,-5,1.271328203,5
3758469831,3.855633338,22.673,19.032,23.697,20.934,15.843,22.785,130.077,0.008,396.842,23.827,14.322,0,0,0,0,0,0,98.84,0.001,0,195.964,17.176,178.901,24.495,181.821,17.815,6.638,25.611,262.384,30.532,4.915,1764.381,33.909,21.866,28.815,-21.994,26.954,24.246,6.431,0,0,3.008,0.21,2.982,17.265,12.782,0.013,0.009,25.016,25.158,25.244,24.864,25.212,25.163,24.514,24.666,24.57,24.014,24.084,24.064,23.339,23.411,23.414,24.45,21.974,2039,732,-5,0.868113523,5
3758469833,3.886216672,22.667,19.025,23.698,20.945,15.848,22.784,134.957,0.007,396.834,23.82,14.322,0,0,0,0,0,0,98.839,0.001,0,196.001,17.144,178.943,24.529,181.874,17.825,6.662,25.626,262.403,30.535,4.903,1763.776,33.869,21.881,28.816,-21.993,26.952,24.252,6.428,0,0,3.009,0.202,2.957,17.256,12.784,0.013,0.009,25.021,25.15,25.243,24.86,25.231,25.174,24.509,24.685,24.577,24.017,24.086,24.069,23.341,23.418,23.418,24.442,21.978,2039,732,-5,1.743211532,5
3758469834,3.915700006,22.694,19.012,23.697,20.948,15.821,22.785,133.651,0.008,396.818,23.837,14.322,0,0,0,0,0,0,98.843,0.001,0,195.71,17.154,178.772,24.507,181.985,17.845,6.62,25.614,262.569,30.558,4.938,1764.399,33.876,21.825,28.84,-21.994,26.937,24.27,6.425,0,0,3.004,0.21,2.948,17.222,12.733,0.013,0.009,25.01,25.163,25.233,24.866,25.237,25.181,24.524,24.667,24.577,24.02,24.088,24.068,23.342,23.422,23.419,24.448,21.984,2039,732,-5,1.88172043,5
3758469836,3.951366671,22.677,19.006,23.697,20.942,15.812,22.785,131.108,0.008,396.842,23.839,14.322,0,0,0,0,0,0,98.841,0.001,0,195.635,17.151,178.824,24.512,181.888,17.827,6.643,25.617,262.477,30.545,4.922,1764.09,33.885,21.798,28.823,-21.994,26.95,24.255,6.428,0,0,3.003,0.208,2.962,17.221,12.72,0.013,0.009,25.015,25.159,25.233,24.864,25.225,25.167,24.522,24.664,24.561,24.008,24.08,24.061,23.339,23.411,23.412,24.447,21.978,2039,732,-5,1.374685666,5
3758469838,3.981533337,22.698,19.022,23.697,20.93,15.839,22.784,132.369,0.008,396.842,23.848,14.323,0,0,0,0,0,0,98.84,0.001,0,195.939,17.166,178.807,24.504,181.999,17.847,6.615,25.614,262.524,30.552,4.931,1762.914,33.896,21.827,28.812,-21.993,26.946,24.245,6.397,0,0,3.007,0.204,2.973,17.237,12.778,0.013,0.009,25.004,25.165,25.24,24.882,25.245,25.18,24.537,24.676,24.58,24.032,24.094,24.054,23.334,23.411,23.417,24.442,21.988,2039,732,-5,1.137123746,5
3758469840,4.012783337,22.691,19.023,23.698,20.924,15.859,22.785,127.276,0.008,396.865,23.835,14.322,0,0,0,0,0,0,98.835,0.001,0,195.552,17.155,178.891,24.532,182.052,17.857,6.633,25.595,262.299,30.52,4.919,1762.033,33.877,21.838,28.796,-21.994,26.972,24.262,6.404,0,0,3.002,0.204,2.97,17.242,12.819,0.013,0.01,25.025,25.176,25.268,24.85,25.223,25.168,24.529,24.657,24.56,24.015,24.09,24.068,23.351,23.426,23.431,24.457,21.981,2039,732,-5,1.071667783,5
3758469842,4.042900006,22.671,19.048,23.697,20.944,15.832,22.785,128.615,0.007,396.834,23.821,14.322,0,0,0,0,0,0,98.837,0.001,0,195.995,17.16,178.828,24.516,181.82,17.815,6.659,25.605,262.448,30.541,4.93,1763.89,33.873,21.815,28.837,-21.993,26.959,24.256,6.442,0,0,3.009,0.2,2.947,17.293,12.756,0.013,0.009,25.02,25.162,25.247,24.852,25.223,25.164,24.538,24.662,24.571,24.01,24.098,24.053,23.341,23.412,23.428,24.448,21.994,2039,732,-5,2.081934184,5
3758469844,4.073266673,22.694,19.038,23.697,20.942,15.823,22.784,125.753,0.007,396.826,23.834,14.323,0,0,0,0,0,0,98.842,0.001,0,195.92,17.164,178.86,24.524,181.943,17.837,6.645,25.603,262.484,30.546,4.937,1763.202,33.879,21.82,28.834,-21.993,27.02,24.256,6.418,0,0,3.008,0.202,2.951,17.264,12.74,0.013,0.009,25.017,25.141,25.249,24.849,25.219,25.176,24.517,24.66,24.568,24.029,24.096,24.046,23.331,23.41,23.405,24.454,21.982,2039,732,-5,1.913072663,5
3758469846,4.102616668,22.698,19.019,23.698,20.949,15.83,22.786,132.088,0.007,396.849,23.817,14.322,0,0,0,0,0,0,98.839,0.001,0,195.956,17.159,178.882,24.519,181.83,17.817,6.66,25.575,262.358,30.529,4.947,1764.55,33.899,21.849,28.842,-21.994,26.944,24.263,6.446,0,0,3.009,0.196,2.961,17.232,12.748,0.013,0.009,25.042,25.154,25.272,24.843,25.206,25.172,24.516,24.651,24.571,24.017,24.08,24.061,23.336,23.426,23.428,24.458,21.979,2039,732,-5,1.608040201,5
3758469847,4.133733336,22.715,19.003,23.698,20.935,15.84,22.785,130.26,0.008,396.826,23.826,14.322,0,0,0,0,0,0,98.843,0.001,0,195.789,17.155,178.854,24.486,182.015,17.85,6.594,25.588,262.44,30.54,4.946,1761.969,33.904,21.86,28.842,-21.994,26.969,24.256,6.405,0,0,3.005,0.204,2.959,17.197,12.776,0.013,0.009,25.031,25.158,25.268,24.843,25.209,25.167,24.493,24.661,24.565,24.02,24.096,24.063,23.338,23.43,23.423,24.456,21.988,2039,732,-5,1.542588867,5
3758469849,4.164133334,22.664,19.021,23.696,20.929,15.829,22.785,129.865,0.007,396.818,23.83,14.322,0,0,0,0,0,0,98.841,0.001,0,195.509,17.164,178.834,24.503,181.976,17.843,6.618,25.592,262.428,30.538,4.94,1763.134,33.891,21.861,28.831,-21.994,26.982,24.263,6.42,0,0,3.001,0.203,2.96,17.251,12.76,0.013,0.009,25.04,25.159,25.26,24.838,25.209,25.175,24.491,24.657,24.572,24.026,24.083,24.059,23.336,23.424,23.425,24.458,21.979,2039,732,-5,1.375608119,5
3758469851,4.189333336,22.681,19.017,23.697,20.948,15.834,22.783,129.87,0.007,396.826,23.852,14.323,0,0,0,0,0,0,98.839,0.001,0,195.691,17.168,178.88,24.484,181.934,17.836,6.606,25.588,262.401,30.534,4.94,1762.886,33.913,21.807,28.818,-21.994,26.982,24.258,6.423,0,0,3.004,0.202,2.98,17.237,12.756,0.013,0.009,25.034,25.152,25.249,24.839,25.213,25.153,24.479,24.658,24.555,24.019,24.089,24.044,23.323,23.416,23.405,24.452,21.986,2039,732,-5,0.802139037,5
3758469853,4.219650006,22.669,19.039,23.697,20.938,15.845,22.785,131.221,0.008,396.857,23.861,14.323,0,0,0,0,0,0,98.843,0.001,0,195.853,17.151,178.904,24.523,181.954,17.839,6.642,25.606,262.34,30.526,4.914,1761.995,33.904,21.833,28.843,-21.994,26.997,24.257,6.417,0,0,3.007,0.202,2.958,17.278,12.784,0.013,0.009,25.034,25.152,25.248,24.832,25.223,25.155,24.488,24.679,24.572,24.029,24.106,24.055,23.32,23.413,23.415,24.452,21.974,2039,732,-5,1.642917016,5
3758469854,4.249700006,22.709,19.045,23.697,20.956,15.851,22.785,129.994,0.008,396.849,23.854,14.324,0,0,0,0,0,0,98.838,0.001,0,195.789,17.172,178.809,24.521,182.015,17.85,6.629,25.627,262.352,30.528,4.894,1762.255,33.913,21.821,28.814,-21.993,26.974,24.242,6.392,0,0,3.005,0.205,2.981,17.267,12.783,0.013,0.009,25.036,25.148,25.249,24.834,25.222,25.173,24.498,24.678,24.562,24.024,24.092,24.045,23.323,23.411,23.41,24.448,21.986,2039,732,-5,0.801871032,5
3758469856,4.280916667,22.667,19.035,23.698,20.941,15.84,22.785,127.965,0.007,396.897,23.842,14.323,0,0,0,0,0,0,98.836,0.001,0,195.962,17.17,178.923,24.527,181.954,17.84,6.645,25.581,262.243,30.513,4.926,1760.502,33.876,21.816,28.822,-21.994,26.986,24.255,6.415,0,0,3.009,0.203,2.952,17.273,12.772,0.013,0.009,25.018,25.139,25.255,24.835,25.227,25.161,24.503,24.67,24.558,24.017,24.082,24.043,23.323,23.397,23.4,24.45,21.987,2039,732,-5,1.9124308,5
3758469858,4.316216667,22.685,19.011,23.697,20.94,15.858,22.785,132.576,0.007,396.865,23.829,14.322,0,0,0,0,0,0,98.837,0.001,0,195.912,17.165,178.909,24.526,181.933,17.836,6.648,25.62,262.359,30.529,4.903,1760.622,33.878,21.841,28.821,-21.994,26.952,24.25,6.414,0,0,3.007,0.197,2.954,17.225,12.806,0.013,0.009,25.031,25.16,25.255,24.852,25.236,25.175,24.512,24.668,24.582,24.028,24.098,24.061,23.345,23.428,23.424,24.446,21.972,2039,732,-5,1.77822513,5
3758469860,4.346550004,22.677,19.035,23.697,20.944,15.857,22.785,127.568,0.008,396.834,23.826,14.324,0,0,0,0,0,0,98.841,0.001,0,195.947,17.164,178.882,24.528,181.876,17.825,6.661,25.61,262.374,30.531,4.915,1764.266,33.88,21.819,28.833,-21.993,26.982,24.257,6.432,0,0,3.008,0.206,2.954,17.267,12.801,0.013,0.009,25.033,25.143,25.251,24.838,25.236,25.184,24.491,24.66,24.572,24.017,24.093,24.041,23.33,23.415,23.417,24.45,21.978,2039,732,-5,1.81147266,5
3758469862,4.377166669,22.677,19.016,23.697,20.935,15.847,22.785,128.02,0.007,396.881,23.851,14.322,0,0,0,0,0,0,98.835,0.001,0,195.997,17.167,178.88,24.521,181.917,17.833,6.646,25.608,262.275,30.517,4.903,1763.22,33.887,21.813,28.824,-21.994,26.942,24.245,6.412,0,0,3.009,0.197,2.962,17.238,12.79,0.013,0.009,25.044,25.146,25.262,24.847,25.242,25.184,24.49,24.672,24.575,24.033,24.092,24.039,23.338,23.417,23.433,24.444,21.994,2039,732,-5,1.574275666,5
