.,Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759438436,8.420416665,27.904,13.638,17.136,19.83,9.975,17.095,1626.141,0.778,398.794,26.601,14.392,4.203,0,0,0,0,0,5675.472,1.423,0,293.069,13.393,159.132,16.9,148.321,11.291,5.573,27.043,276.328,32.465,5.416,835.044,29.875,16.878,22.695,-22.772,18.641,20.215,8.924,0,0,4.374,2.227,1.99,0.87,-0.282,0.004,0.004,19.832,17.715,18.755,20.257,20.519,20.391,18.571,17.745,17.938,20.1,20.058,20.242,17.448,16.412,16.443,18.828,20.05,3725,2178
3759438438,8.45466667,27.893,13.62,17.136,19.827,9.987,17.095,1624.718,0.809,398.797,26.593,14.392,4.13,0,0,0,0,0,5729.848,1.385,0,292.87,13.416,159.133,16.876,148.393,11.306,5.533,27.054,276.19,32.447,5.387,835.248,29.909,16.895,22.69,-22.772,18.635,20.224,8.918,0,0,4.37,2.247,2.001,0.821,-0.244,0.004,0.004,19.84,17.729,18.789,20.271,20.539,20.406,18.578,17.755,17.954,20.127,20.061,20.228,17.454,16.416,16.435,18.834,20.056,3725,2178
3759438440,8.478866673,27.923,13.674,17.137,19.779,9.989,17.095,1611.938,0.807,398.775,26.616,14.394,4.305,0,0,0,0,0,5662.511,1.391,0,293.114,13.391,159.25,16.881,148.398,11.307,5.538,27.081,276.203,32.448,5.361,835.975,29.899,16.848,22.685,-22.773,18.591,20.223,8.916,0,0,4.372,2.28,2.001,0.97,-0.179,0.004,0.004,19.851,17.725,18.785,20.243,20.531,20.373,18.577,17.754,17.953,20.103,20.063,20.24,17.472,16.416,16.451,18.836,20.063,3725,2178
3759438442,8.509033338,27.923,13.679,17.136,19.816,10.008,17.095,1612.092,0.793,398.839,26.588,14.394,4.238,0,0,0,0,0,5672.19,1.413,0,292.953,13.399,159.124,16.871,148.287,11.284,5.55,27.056,276.398,32.475,5.413,835.88,29.881,16.855,22.664,-22.772,18.591,20.238,8.954,0,0,4.371,2.254,2.002,0.987,-0.169,0.004,0.004,19.847,17.712,18.778,20.278,20.552,20.362,18.576,17.768,17.963,20.131,20.087,20.254,17.462,16.398,16.453,18.842,20.042,3725,2178
3759438443,8.539033333,27.905,13.666,17.137,19.784,9.992,17.095,1619.536,0.793,398.847,26.573,14.395,4.232,0,0,0,0,0,5711.98,1.388,0,292.796,13.408,159.164,16.869,148.367,11.301,5.532,27.054,276.415,32.477,5.417,835.946,29.893,16.88,22.68,-22.772,18.624,20.216,8.915,0,0,4.369,2.255,2.001,0.964,-0.176,0.004,0.004,19.842,17.721,18.805,20.269,20.521,20.34,18.556,17.755,17.955,20.102,20.074,20.26,17.466,16.414,16.462,18.834,20.053,3725,2178
3759438446,8.574966669,27.884,13.669,17.136,19.805,9.979,17.095,1635.03,0.802,398.864,26.565,14.393,4.195,0,0,0,0,0,5667.149,1.416,0,292.865,13.404,159.206,16.867,148.322,11.292,5.54,27.079,276.34,32.467,5.382,835.514,29.887,16.867,22.672,-22.772,18.647,20.218,8.927,0,0,4.369,2.276,2,1.006,-0.24,0.004,0.004,19.82,17.718,18.792,20.264,20.527,20.379,18.569,17.737,17.957,20.106,20.091,20.264,17.451,16.402,16.454,18.836,20.065,3725,2178
3759438447,8.604833333,27.932,13.686,17.137,19.803,10.012,17.095,1640.633,0.819,398.815,26.577,14.393,4.14,0,0,0,0,0,5717.792,1.429,0,292.68,13.409,159.187,16.846,148.358,11.299,5.511,27.043,276.186,32.446,5.397,835.167,29.891,16.831,22.656,-22.772,18.666,20.23,8.931,0,0,4.367,2.288,2.005,0.999,-0.139,0.004,0.004,19.816,17.711,18.763,20.251,20.525,20.365,18.568,17.736,17.942,20.101,20.058,20.245,17.442,16.405,16.453,18.842,20.054,3725,2178
3759438449,8.635133338,27.903,13.657,17.137,19.809,9.983,17.094,1629.477,0.825,398.805,26.567,14.394,4.17,0,0,0,0,0,5740.204,1.412,0,292.93,13.402,159.214,16.842,148.382,11.304,5.502,27.07,276.185,32.446,5.369,835.906,29.876,16.873,22.689,-22.771,18.61,20.223,8.919,0,0,4.369,2.295,1.994,0.938,-0.233,0.004,0.004,19.82,17.696,18.753,20.253,20.527,20.373,18.579,17.742,17.938,20.106,20.053,20.248,17.441,16.398,16.442,18.847,20.051,3725,2178
3759438451,8.664666669,27.944,13.684,17.136,19.806,10.01,17.095,1628.414,0.813,398.839,26.579,14.392,4.109,0,0,0,0,0,5710.308,1.427,0,293.018,13.414,159.179,16.857,148.241,11.275,5.546,27.078,276.16,32.443,5.358,836.02,29.89,16.92,22.695,-22.773,18.651,20.224,8.95,0,0,4.371,2.28,1.996,0.977,-0.15,0.004,0.004,19.813,17.703,18.777,20.267,20.534,20.384,18.569,17.75,17.939,20.11,20.054,20.242,17.445,16.398,16.445,18.844,20.067,3725,2178
3759438453,8.700216667,27.88,13.646,17.136,19.814,9.993,17.095,1624.317,0.812,398.792,26.593,14.393,4.119,0,0,0,0,0,5735.62,1.386,0,292.836,13.41,159.238,16.853,148.305,11.287,5.53,27.058,276.203,32.448,5.384,835.901,29.863,16.877,22.686,-22.773,18.664,20.244,8.957,0,0,4.369,2.264,1.991,0.928,-0.212,0.004,0.004,19.814,17.719,18.78,20.262,20.557,20.376,18.575,17.745,17.95,20.111,20.064,20.249,17.446,16.409,16.45,18.848,20.06,3725,2178
3759438455,8.729850006,27.909,13.674,17.135,19.811,9.993,17.095,1623.086,0.807,398.814,26.608,14.394,4.144,0,0,0,0,0,5664.722,1.421,0,292.949,13.401,159.221,16.827,148.293,11.285,5.506,27.089,276.36,32.47,5.374,835.986,29.905,16.888,22.69,-22.771,18.655,20.254,8.969,0,0,4.369,2.277,2.001,0.989,-0.207,0.004,0.004,19.803,17.702,18.756,20.24,20.558,20.37,18.583,17.757,17.941,20.135,20.061,20.231,17.451,16.399,16.434,18.847,20.073,3725,2178
3759438457,8.764816666,27.913,13.636,17.137,19.807,9.998,17.095,1646.14,0.806,398.829,26.574,14.393,4.14,0,0,0,0,0,5725.255,1.42,0,292.889,13.409,159.174,16.868,148.259,11.278,5.554,27.082,276.501,32.489,5.401,835.732,29.905,16.904,22.69,-22.772,18.587,20.261,8.983,0,0,4.369,2.247,2.001,0.85,-0.186,0.004,0.004,19.815,17.693,18.81,20.232,20.542,20.362,18.579,17.754,17.928,20.138,20.07,20.262,17.465,16.409,16.449,18.847,20.048,3725,2178
3759438459,8.793883332,27.916,13.644,17.135,19.803,9.987,17.095,1632.992,0.832,398.806,26.567,14.393,4.161,0,0,0,0,0,5723.237,1.413,0,292.992,13.393,159.212,16.885,148.238,11.273,5.575,27.073,276.188,32.446,5.367,835.216,29.92,16.901,22.695,-22.772,18.629,20.247,8.974,0,0,4.372,2.291,2.002,0.874,-0.215,0.004,0.004,19.81,17.704,18.788,20.26,20.537,20.38,18.581,17.751,17.939,20.12,20.069,20.28,17.463,16.404,16.447,18.846,20.059,3725,2178
3759438461,8.827700003,27.945,13.661,17.136,19.788,9.988,17.095,1627.591,0.817,398.805,26.579,14.394,4.197,0,0,0,0,0,5712.117,1.407,0,292.791,13.411,159.133,16.882,148.23,11.272,5.574,27.075,276.176,32.445,5.364,834.846,29.904,16.894,22.704,-22.772,18.644,20.234,8.962,0,0,4.369,2.283,1.995,0.895,-0.192,0.004,0.004,19.807,17.703,18.774,20.279,20.567,20.385,18.583,17.752,17.954,20.133,20.084,20.262,17.474,16.413,16.458,18.843,20.054,3725,2178
3759438462,8.856616672,27.928,13.67,17.137,19.791,10.003,17.095,1607.895,0.811,398.83,26.58,14.393,4.192,0,0,0,0,0,5700.766,1.406,0,292.934,13.406,159.225,16.88,148.283,11.283,5.56,27.099,276.267,32.457,5.352,835.707,29.889,16.905,22.696,-22.772,18.659,20.224,8.941,0,0,4.37,2.272,1.995,0.946,-0.15,0.004,0.004,19.798,17.695,18.761,20.261,20.554,20.377,18.578,17.735,17.956,20.134,20.063,20.276,17.467,16.402,16.457,18.849,20.058,3725,2178
3759438464,8.886966666,27.905,13.693,17.137,19.8,10.008,17.096,1638.059,0.789,398.815,26.594,14.393,4.236,0,0,0,0,0,5699.99,1.411,0,292.764,13.418,159.196,16.913,148.138,11.253,5.624,27.084,276.397,32.475,5.385,835.876,29.885,16.863,22.695,-22.772,18.598,20.244,8.992,0,0,4.369,2.258,1.994,1.059,-0.148,0.004,0.004,19.799,17.704,18.758,20.267,20.553,20.384,18.565,17.744,17.959,20.148,20.065,20.273,17.474,16.407,16.441,18.842,20.073,3725,2178
3759438466,8.916033332,27.917,13.686,17.136,19.793,10.011,16.979,1608.954,0.823,398.815,26.602,14.394,4.171,0,0,0,0,0,5708.9,1.408,0,292.958,13.413,159.26,16.903,148.241,11.274,5.592,27.028,275.981,32.418,5.384,835.998,29.888,16.889,22.692,-22.772,18.611,20.246,8.972,0,0,4.373,2.293,1.996,1.018,-0.13,0.004,0.004,19.814,17.711,18.781,20.267,20.556,20.366,18.587,17.757,17.965,20.14,20.077,20.268,17.472,16.409,16.453,18.852,20.074,3725,2178
3759438468,8.950783332,27.937,13.638,17.137,19.807,9.979,17.094,1656.715,0.79,398.83,26.584,14.393,4.136,0,0,0,0,0,5702.501,1.384,0,292.939,13.407,159.233,16.922,148.352,11.298,5.588,27.048,276.416,32.477,5.423,835.875,29.903,16.862,22.693,-22.772,18.611,20.223,8.925,0,0,4.372,2.239,2,0.823,-0.241,0.004,0.004,19.828,17.728,18.808,20.275,20.538,20.353,18.59,17.755,17.963,20.144,20.069,20.289,17.482,16.422,16.46,18.849,20.057,3725,2178
3759438470,8.979233336,27.915,13.668,17.137,19.817,9.975,17.095,1621.782,0.844,398.815,26.558,14.393,4.153,0,0,0,0,0,5660.331,1.403,0,293.009,13.415,159.202,16.918,148.277,11.282,5.6,27.079,276.528,32.492,5.407,835.939,29.917,16.913,22.707,-22.77,18.647,20.23,8.948,0,0,4.372,2.329,2,0.958,-0.268,0.004,0.004,19.831,17.724,18.774,20.274,20.528,20.355,18.592,17.769,17.981,20.137,20.071,20.284,17.481,16.415,16.44,18.847,20.06,3725,2178
3759438472,9.008050005,27.926,13.7,17.136,19.795,10.013,17.093,1614.49,0.804,398.814,26.589,14.396,4.118,0,0,0,0,0,5693.596,1.397,0,293.207,13.403,159.244,16.943,148.158,11.257,5.65,27.128,276.535,32.493,5.36,835.488,29.898,16.911,22.716,-22.772,18.647,20.218,8.961,0,0,4.375,2.279,1.991,1.053,-0.131,0.004,0.004,19.832,17.723,18.789,20.28,20.548,20.375,18.586,17.768,17.954,20.136,20.091,20.286,17.486,16.407,16.45,18.84,20.052,3725,2178
3759438474,9.042300002,27.907,13.648,17.135,19.81,9.98,17.094,1631.663,0.796,398.896,26.57,14.393,4.126,0,0,0,0,0,5683.128,1.4,0,292.68,13.405,159.185,16.927,148.248,11.276,5.614,27.069,276.277,32.459,5.384,834.944,29.874,16.88,22.715,-22.772,18.608,20.206,8.929,0,0,4.368,2.254,1.984,0.9,-0.242,0.004,0.004,19.834,17.72,18.781,20.279,20.545,20.372,18.581,17.768,17.969,20.128,20.1,20.288,17.494,16.417,16.426,18.844,20.066,3725,2178
3759438476,9.077233338,27.909,13.633,17.136,19.805,9.996,17.095,1607.676,0.815,398.806,26.593,14.393,4.115,0,0,0,0,0,5689.74,1.397,0,292.702,13.408,159.19,16.949,148.372,11.302,5.611,27.069,276.092,32.433,5.358,835.234,29.906,16.894,22.715,-22.771,18.649,20.223,8.922,0,0,4.369,2.258,1.993,0.845,-0.19,0.004,0.004,19.837,17.722,18.782,20.264,20.542,20.39,18.59,17.764,17.966,20.147,20.107,20.252,17.484,16.424,16.436,18.857,20.052,3725,2178
3759438478,9.111433339,27.928,13.626,17.135,19.812,9.98,17.095,1681.046,0.789,398.815,26.581,14.393,4.139,0,0,0,0,0,5683.615,1.412,0,293.094,13.421,159.208,16.992,148.377,11.303,5.653,27.079,276.229,32.452,5.367,835.711,29.918,16.84,22.7,-22.772,18.602,20.23,8.927,0,0,4.375,2.229,2.002,0.795,-0.245,0.004,0.004,19.847,17.732,18.796,20.254,20.553,20.376,18.58,17.766,17.952,20.144,20.094,20.245,17.49,16.415,16.447,18.851,20.05,3725,2178
3759438479,9.140383339,27.942,13.677,17.137,19.813,9.99,17.094,1628.953,0.872,398.807,26.557,14.394,4.113,0,0,0,0,0,5710.893,1.435,0,292.943,13.41,159.272,16.949,148.406,11.309,5.604,27.079,276.316,32.464,5.379,835.916,29.911,16.864,22.693,-22.772,18.621,20.227,8.918,0,0,4.372,2.36,2.002,0.955,-0.218,0.004,0.004,19.853,17.724,18.79,20.252,20.554,20.371,18.566,17.764,17.964,20.124,20.08,20.25,17.484,16.414,16.452,18.844,20.063,3725,2178
3759438481,9.170633332,27.941,13.677,17.136,19.806,10.005,17.095,1660.645,0.812,398.827,26.592,14.394,4.089,0,0,0,0,0,5750.198,1.392,0,292.75,13.418,159.221,16.941,148.298,11.286,5.619,27.08,276.196,32.448,5.361,835.893,29.891,16.889,22.695,-22.772,18.609,20.228,8.942,0,0,4.369,2.278,1.996,0.956,-0.165,0.004,0.004,19.853,17.735,18.812,20.252,20.553,20.365,18.572,17.764,17.953,20.137,20.071,20.281,17.488,16.424,16.47,18.855,20.049,3725,2178
3759438484,9.209316667,27.912,13.687,17.137,19.791,10.014,17.095,1603.929,0.848,398.831,26.576,14.393,4.051,0,0,0,0,0,5675.315,1.406,0,292.889,13.424,159.26,16.964,148.187,11.263,5.665,27.073,276.11,32.436,5.357,835.445,29.868,16.92,22.704,-22.771,18.635,20.224,8.961,0,0,4.373,2.324,1.986,1.03,-0.118,0.004,0.004,19.834,17.724,18.784,20.242,20.568,20.372,18.552,17.752,17.96,20.153,20.091,20.272,17.477,16.402,16.445,18.847,20.066,3725,2178
3759438486,9.24495,27.921,13.622,17.136,19.815,10.001,17.094,1615.836,0.784,398.822,26.566,14.393,4.181,0,0,0,0,0,5699.568,1.41,0,292.849,13.404,159.287,16.978,148.38,11.303,5.638,27.08,276.32,32.464,5.378,834.898,29.895,16.927,22.691,-22.771,18.603,20.223,8.919,0,0,4.371,2.209,1.996,0.79,-0.186,0.004,0.004,19.841,17.73,18.772,20.265,20.575,20.407,18.577,17.77,17.969,20.165,20.092,20.263,17.484,16.415,16.464,18.849,20.069,3725,2178
3759438487,9.273316669,27.924,13.675,17.136,19.822,9.991,17.095,1632.142,0.798,398.822,26.601,14.394,4.139,0,0,0,0,0,5706.462,1.389,0,293.038,13.405,159.187,16.985,148.252,11.277,5.672,27.089,276.237,32.453,5.357,835.166,29.899,16.906,22.725,-22.771,18.55,20.212,8.936,0,0,4.374,2.267,1.988,0.971,-0.226,0.004,0.004,19.84,17.728,18.772,20.255,20.585,20.399,18.569,17.76,17.979,20.148,20.07,20.264,17.487,16.415,16.459,18.848,20.054,3725,2178
3759438489,9.303066667,27.931,13.647,17.136,19.795,10.011,17.095,1630.397,0.816,398.832,26.577,14.392,4.175,0,0,0,0,0,5669.146,1.398,0,293.132,13.406,159.192,16.957,148.274,11.281,5.639,27.081,276.209,32.449,5.362,835.979,29.88,16.847,22.7,-22.773,18.564,20.209,8.927,0,0,4.375,2.259,1.992,0.864,-0.132,0.004,0.004,19.848,17.738,18.755,20.235,20.569,20.406,18.581,17.753,17.994,20.149,20.077,20.266,17.481,16.408,16.454,18.847,20.066,3725,2178
3759438491,9.337183332,27.906,13.666,17.137,19.808,9.992,17.095,1633.308,0.814,398.799,26.609,14.394,4.156,0,0,0,0,0,5685.864,1.419,0,293.272,13.401,159.198,16.978,148.291,11.285,5.657,27.076,276.255,32.455,5.373,835.95,29.897,16.911,22.709,-22.771,18.59,20.225,8.94,0,0,4.378,2.281,1.994,0.964,-0.205,0.004,0.004,19.839,17.728,18.74,20.227,20.562,20.386,18.581,17.762,17.971,20.16,20.064,20.246,17.469,16.418,16.445,18.844,20.051,3725,2178
3759438493,9.366833337,27.927,13.683,17.137,19.816,10.019,17.095,1630.583,0.817,398.839,26.624,14.393,4.172,0,0,0,0,0,5722.374,1.396,0,293.163,13.412,159.175,16.957,148.471,11.323,5.598,27.076,276.213,32.45,5.367,835.926,29.852,16.881,22.722,-22.771,18.571,20.225,8.903,0,0,4.375,2.28,1.978,0.997,-0.137,0.004,0.004,19.846,17.743,18.745,20.247,20.558,20.389,18.572,17.763,17.977,20.151,20.052,20.266,17.475,16.417,16.453,18.847,20.061,3725,2178
3759438495,9.403083332,27.929,13.701,17.136,19.791,10.023,17.094,1625.745,0.814,398.807,26.581,14.393,4.181,0,0,0,0,0,5681.408,1.415,0,292.857,13.401,159.226,16.971,148.347,11.296,5.638,27.077,276.263,32.457,5.373,835.93,29.854,16.895,22.696,-22.772,18.579,20.214,8.918,0,0,4.371,2.286,1.986,1.057,-0.093,0.004,0.004,19.857,17.749,18.774,20.287,20.566,20.412,18.583,17.768,17.97,20.161,20.07,20.274,17.494,16.429,16.467,18.846,20.056,3725,2178
3759438497,9.431233335,27.925,13.688,17.136,19.814,10,17.095,1646.342,0.809,398.826,26.576,14.392,4.098,0,0,0,0,0,5715.056,1.405,0,292.733,13.409,159.175,16.969,148.311,11.289,5.644,27.081,276.495,32.488,5.401,835.819,29.854,16.92,22.696,-22.772,18.572,20.209,8.921,0,0,4.37,2.284,1.985,1.019,-0.19,0.004,0.004,19.83,17.733,18.768,20.291,20.554,20.415,18.581,17.761,17.984,20.156,20.076,20.252,17.484,16.423,16.458,18.843,20.06,3725,2178
3759438499,9.460183334,27.915,13.654,17.137,19.812,9.969,17.095,1652.59,0.832,398.792,26.571,14.393,4.172,0,0,0,0,0,5697.463,1.404,0,292.92,13.4,159.214,16.952,148.433,11.314,5.601,27.067,276.327,32.465,5.392,835.778,29.875,16.881,22.7,-22.772,18.595,20.232,8.918,0,0,4.372,2.309,1.99,0.908,-0.28,0.004,0.004,19.817,17.705,18.782,20.264,20.565,20.381,18.567,17.745,17.977,20.159,20.073,20.266,17.484,16.424,16.457,18.856,20.059,3725,2178
3759438500,9.489599999,27.925,13.65,17.137,19.817,9.995,17.095,1609.678,0.839,398.824,26.596,14.394,4.189,0,0,0,0,0,5695.172,1.419,0,293.079,13.405,159.167,16.947,148.253,11.277,5.634,27.063,276.571,32.498,5.429,835.49,29.893,16.919,22.706,-22.771,18.573,20.228,8.951,0,0,4.375,2.299,1.993,0.883,-0.209,0.004,0.004,19.835,17.719,18.797,20.293,20.58,20.415,18.586,17.765,17.972,20.159,20.074,20.294,17.468,16.419,16.45,18.852,20.06,3725,2178
3759438502,9.519583337,27.923,13.685,17.136,19.794,10.006,17.094,1630.346,0.791,398.83,26.569,14.393,4.182,0,0,0,0,0,5722.107,1.414,0,293.185,13.408,159.194,16.956,148.245,11.275,5.644,27.088,276.5,32.489,5.394,835.97,29.874,16.909,22.707,-22.773,18.612,20.241,8.966,0,0,4.376,2.256,1.988,1.009,-0.146,0.004,0.004,19.846,17.71,18.783,20.29,20.566,20.398,18.577,17.743,17.967,20.149,20.071,20.277,17.47,16.415,16.443,18.853,20.067,3725,2178
3759438504,9.549033332,27.913,13.672,17.137,19.81,10.007,17.095,1641.013,0.814,398.814,26.559,14.394,4.15,0,0,0,0,0,5712.522,1.419,0,293.221,13.404,159.206,16.967,148.334,11.294,5.637,27.038,276.502,32.489,5.444,835.804,29.877,16.943,22.709,-22.771,18.548,20.253,8.959,0,0,4.378,2.276,1.988,0.976,-0.165,0.004,0.004,19.833,17.704,18.776,20.31,20.579,20.407,18.586,17.755,17.986,20.148,20.069,20.277,17.463,16.405,16.444,18.852,20.047,3725,2178
3759438506,9.582400004,27.908,13.688,17.134,19.803,10.007,17.095,1636.372,0.826,398.83,26.581,14.393,4.166,0,0,0,0,0,5721.319,1.428,0,293.274,13.404,159.189,16.968,148.225,11.271,5.66,27.088,276.477,32.486,5.392,835.923,29.879,16.912,22.704,-22.771,18.548,20.209,8.938,0,0,4.378,2.302,1.99,1.039,-0.156,0.004,0.004,19.838,17.706,18.781,20.294,20.561,20.41,18.587,17.751,17.993,20.143,20.059,20.26,17.473,16.416,16.444,18.844,20.058,3725,2178
3759438508,9.611700002,27.924,13.641,17.136,19.825,9.985,17.095,1620.513,0.821,398.823,26.559,14.392,4.118,0,0,0,0,0,5738.261,1.394,0,292.992,13.411,159.187,16.964,148.402,11.308,5.619,27.062,276.593,32.501,5.434,835.841,29.838,16.913,22.686,-22.772,18.523,20.221,8.913,0,0,4.374,2.276,1.984,0.853,-0.246,0.004,0.004,19.839,17.704,18.787,20.284,20.565,20.389,18.595,17.755,17.983,20.127,20.055,20.278,17.483,16.416,16.446,18.843,20.059,3725,2178
3759438510,9.641016666,27.92,13.665,17.136,19.804,10,17.095,1624.34,0.803,398.799,26.571,14.392,4.134,0,0,0,0,0,5678.761,1.412,0,293.227,13.412,159.225,16.944,148.263,11.279,5.629,27.1,276.326,32.465,5.359,835.496,29.879,16.929,22.686,-22.772,18.545,20.225,8.946,0,0,4.376,2.261,1.994,0.942,-0.175,0.004,0.004,19.835,17.696,18.761,20.286,20.543,20.369,18.59,17.773,17.972,20.152,20.071,20.286,17.467,16.404,16.446,18.841,20.049,3725,2178
3759438512,9.67626667,27.93,13.673,17.136,19.8,10.016,17.095,1636.26,0.807,398.793,26.585,14.392,4.131,0,0,0,0,0,5709.451,1.411,0,293.292,13.402,159.23,16.957,148.448,11.317,5.604,27.065,276.466,32.484,5.412,835.091,29.866,16.892,22.715,-22.772,18.566,20.199,8.882,0,0,4.378,2.262,1.982,0.958,-0.122,0.004,0.004,19.847,17.709,18.774,20.261,20.56,20.391,18.581,17.757,17.962,20.142,20.072,20.305,17.474,16.414,16.454,18.832,20.061,3725,2178
3759438514,9.711383335,27.93,13.689,17.137,19.817,10.001,17.095,1646.368,0.82,398.79,26.577,14.394,4.191,0,0,0,0,0,5709.127,1.399,0,292.996,13.412,159.178,16.944,148.338,11.294,5.614,27.043,276.471,32.485,5.435,836.014,29.862,16.897,22.706,-22.771,18.572,20.225,8.931,0,0,4.374,2.299,1.985,1.01,-0.193,0.004,0.004,19.834,17.704,18.775,20.274,20.551,20.379,18.593,17.779,17.975,20.159,20.061,20.285,17.467,16.406,16.456,18.847,20.057,3725,2178
3759438515,9.740616671,27.905,13.65,17.137,19.803,10.004,17.095,1637.04,0.832,398.831,26.599,14.394,4.253,0,0,0,0,0,5686.772,1.411,0,293.074,13.422,159.229,16.914,148.34,11.295,5.583,27.037,276.421,32.478,5.434,835.884,29.856,16.939,22.712,-22.773,18.565,20.236,8.941,0,0,4.375,2.285,1.982,0.908,-0.166,0.004,0.004,19.84,17.706,18.782,20.267,20.568,20.372,18.581,17.775,17.956,20.127,20.056,20.278,17.476,16.409,16.454,18.84,20.045,3725,2178
3759438517,9.770199998,27.903,13.689,17.136,19.782,10.012,16.98,1628.34,0.821,398.84,26.578,14.394,4.23,0,0,0,0,0,5707.612,1.402,0,292.769,13.406,159.276,16.905,148.318,11.291,5.578,27.087,276.6,32.502,5.409,835.617,29.891,16.94,22.69,-22.772,18.542,20.2,8.91,0,0,4.368,2.294,1.997,1.048,-0.116,0.004,0.004,19.845,17.707,18.802,20.292,20.572,20.407,18.581,17.778,17.98,20.153,20.079,20.282,17.494,16.415,16.45,18.83,20.064,3725,2178
3759438519,9.800366672,27.936,13.687,17.136,19.821,9.995,16.98,1637.504,0.812,398.836,26.58,14.392,4.322,0,0,0,0,0,5691.485,1.409,0,293.235,13.403,159.199,16.909,148.304,11.288,5.585,27.065,276.549,32.495,5.424,835.7,29.837,16.924,22.7,-22.772,18.519,20.201,8.913,0,0,4.376,2.29,1.979,0.999,-0.212,0.004,0.004,19.844,17.709,18.793,20.298,20.565,20.393,18.582,17.76,17.967,20.144,20.075,20.278,17.491,16.422,16.465,18.831,20.054,3725,2178
3759438521,9.829766671,27.916,13.676,17.137,19.821,10.005,17.095,1638.517,0.822,398.774,26.566,14.393,4.257,0,0,0,0,0,5705.188,1.417,0,293.074,13.404,159.18,16.908,148.314,11.289,5.582,27.102,276.637,32.507,5.399,835.842,29.869,16.867,22.678,-22.772,18.518,20.19,8.901,0,0,4.372,2.29,1.995,0.985,-0.184,0.004,0.004,19.842,17.724,18.793,20.308,20.571,20.37,18.58,17.751,17.97,20.147,20.088,20.278,17.488,16.408,16.472,18.836,20.054,3725,2178
3759438523,9.858666666,27.908,13.694,17.136,19.818,10.016,17.093,1629.937,0.823,398.823,26.589,14.395,4.355,0,0,0,0,0,5718.02,1.418,0,293.163,13.408,159.19,16.912,148.286,11.284,5.592,27.093,276.698,32.516,5.416,835.712,29.869,16.86,22.678,-22.772,18.581,20.189,8.906,0,0,4.374,2.297,1.994,1.057,-0.15,0.004,0.004,19.848,17.713,18.781,20.316,20.565,20.379,18.576,17.753,17.952,20.158,20.099,20.286,17.479,16.405,16.469,18.831,20.053,3725,2178
3759438524,9.889466667,27.916,13.652,17.135,19.817,9.995,17.095,1646.032,0.813,398.864,26.601,14.394,4.377,0,0,0,0,0,5720.492,1.433,0,293.223,13.411,159.209,16.902,148.363,11.3,5.565,27.061,276.549,32.496,5.428,835.062,29.828,16.883,22.677,-22.772,18.533,20.202,8.902,0,0,4.376,2.269,1.982,0.899,-0.209,0.004,0.004,19.849,17.704,18.785,20.292,20.557,20.363,18.556,17.754,17.975,20.126,20.055,20.275,17.494,16.412,16.461,18.832,20.056,3725,2178
3759438526,9.918500002,27.926,13.648,17.136,19.806,9.994,17.095,1622.928,0.832,398.853,26.606,14.394,4.416,0,0,0,0,0,5746.333,1.406,0,293.221,13.415,159.223,16.91,148.45,11.318,5.555,27.086,276.48,32.486,5.394,836.081,29.873,16.854,22.705,-22.771,18.513,20.219,8.9,0,0,4.374,2.289,1.989,0.874,-0.199,0.004,0.004,19.853,17.706,18.773,20.284,20.547,20.356,18.56,17.739,17.978,20.135,20.067,20.278,17.485,16.413,16.473,18.839,20.056,3725,2178
3759438528,9.948216669,27.909,13.621,17.137,19.835,9.98,16.979,1645.758,0.806,398.84,26.632,14.392,4.39,0,0,0,0,0,5699.163,1.413,0,293.012,13.423,159.244,16.897,148.406,11.309,5.552,27.111,276.194,32.447,5.33,835.505,29.856,16.914,22.692,-22.772,18.521,20.208,8.899,0,0,4.37,2.248,1.987,0.804,-0.275,0.004,0.004,19.841,17.723,18.747,20.275,20.569,20.373,18.57,17.749,17.978,20.143,20.072,20.262,17.461,16.405,16.445,18.835,20.06,3725,2178
