.,Time Elapsed (min),Tdb_in (C),Twb_in (C),RH_in,Tdb_out (C),Twb_out(C),RH_out(C),Q_dot_air_TriCoil (CFM),dP_nozzle_TriCoil (in W.G.),Pin_nozzle_TriCoil (in W.G),Outdoor Temp (C),Atm Pressure (PSI),Heater Output (kW),FMWP,FMEP,LBWP,LBEP,Steam Humidifier (%),Q_dot_air_wt (CFM),dP_nozzle (in W.G.),Pin_nozzle (PSIG),m_dot_r (kg/h),T_evap_in (C),P_evap_in_coolprop (PSI),T_evap_out (C),P_evap_out (PSIG),T_evap_sat (C),SH (K),T_exv_in (C),P_exv_in (PSIG),T_cond_sat (C),SC (K),m_dot_w (kg/h),T_w_in (C),P_w_in (PSIG),T_w_out (C),dp_w (in W.G.),Water Heater (% of total capacity),T_evap_out_TC (C),SH_TC (K),Water Reverse Flow,TriCoil Refr. Reverse Flow,Q_ref (tons),Q_air (tons),Q_w (tons),Inlet Air Dew Point (C),Outlet Air Dew Point (C),Inlet Air Humdity Ratio (kg/kg),Outlet Air Humidity Ratio (kg/kg),TriCoil Outlet (11),TriCoil Outlet (12),TriCoil Outlet (13),TriCoil Outlet (21),TriCoil Outlet (22),TriCoil Outlet (23),TriCoil Outlet (31),TriCoil Outlet (32),TriCoil Outlet (33),TriCoil Outlet (41),TriCoil Outlet (42),TriCoil Outlet (43),TriCoil Outlet (51),TriCoil Outlet (52),TriCoil Outlet (53) ,TriCoil Outlet (Avg),DB2_TC,,
3759438118,3.115116668,27.913,13.621,17.137,19.839,9.975,17.095,1664.792,0.798,398.742,26.515,14.392,4.249,0,0,0,0,0,5718.105,1.416,0,292.371,13.409,159.296,17.06,148.352,11.297,5.727,27.063,276.098,32.434,5.365,834.778,29.937,16.87,22.697,-22.771,18.623,20.243,8.946,0,0,4.367,2.242,2.006,0.796,-0.296,0.004,0.004,19.869,17.734,18.788,20.263,20.564,20.379,18.575,17.741,17.964,20.123,20.053,20.273,17.467,16.407,16.439,18.856,20.095,3725,2178
3759438120,3.143850001,27.91,13.627,17.136,19.833,9.972,17.095,1613.004,0.853,398.8,26.519,14.393,4.195,0,0,0,0,0,5717.065,1.403,0,292.863,13.413,159.214,17.087,148.293,11.285,5.766,27.033,275.77,32.39,5.35,835.006,29.955,16.858,22.734,-22.772,18.622,20.251,8.966,0,0,4.377,2.315,2.001,0.824,-0.296,0.004,0.004,19.865,17.727,18.786,20.259,20.576,20.393,18.587,17.756,17.975,20.137,20.064,20.275,17.459,16.397,16.442,18.857,20.084,3725,2178
3759438121,3.172250001,27.927,13.651,17.136,19.841,9.987,16.979,1629.172,0.794,398.806,26.52,14.391,4.278,0,0,0,0,0,5693.977,1.397,0,292.765,13.406,159.232,17.06,148.383,11.304,5.72,27.025,275.977,32.418,5.387,835.064,29.933,16.898,22.706,-22.772,18.624,20.225,8.921,0,0,4.374,2.249,2.003,0.885,-0.26,0.004,0.004,19.859,17.745,18.804,20.238,20.579,20.399,18.58,17.759,17.991,20.137,20.076,20.274,17.475,16.407,16.439,18.856,20.068,3725,2178
3759438123,3.201900005,27.907,13.656,17.136,19.809,10.008,16.98,1618.075,0.812,398.768,26.521,14.391,4.181,0,0,0,0,0,5684.969,1.422,0,292.716,13.417,159.2,17.021,148.364,11.3,5.685,27.048,276.044,32.427,5.373,835.574,29.921,16.851,22.736,-22.772,18.645,20.22,8.921,0,0,4.372,2.263,1.992,0.93,-0.158,0.004,0.004,19.861,17.734,18.794,20.255,20.586,20.388,18.566,17.752,17.967,20.13,20.051,20.279,17.46,16.413,16.451,18.858,20.058,3725,2178
3759438125,3.23766667,27.898,13.668,17.137,19.814,9.993,17.093,1639.534,0.8,398.766,26.53,14.391,4.189,0,0,0,0,0,5728.76,1.391,0,292.665,13.405,159.256,17.039,148.426,11.313,5.69,27.037,276.084,32.432,5.389,835.458,29.907,16.876,22.717,-22.772,18.648,20.21,8.897,0,0,4.372,2.265,1.993,0.985,-0.21,0.004,0.004,19.869,17.752,18.783,20.259,20.575,20.407,18.574,17.749,17.952,20.152,20.079,20.292,17.476,16.411,16.462,18.849,20.076,3725,2178
3759438127,3.272666669,27.911,13.628,17.136,19.846,9.983,16.979,1603.951,0.824,398.76,26.548,14.392,4.2,0,0,0,0,0,5673.739,1.409,0,292.637,13.4,159.195,17.026,148.375,11.302,5.688,27.05,275.883,32.405,5.349,834.921,29.907,16.861,22.731,-22.772,18.651,20.221,8.919,0,0,4.371,2.273,1.988,0.827,-0.279,0.004,0.004,19.867,17.748,18.804,20.259,20.588,20.413,18.572,17.756,17.961,20.144,20.084,20.306,17.464,16.408,16.466,18.854,20.059,3725,2178
3759438129,3.301900005,27.909,13.631,17.136,19.826,9.992,16.978,1601.015,0.784,398.775,26.539,14.392,4.13,0,0,0,0,0,5705.924,1.409,0,292.699,13.407,159.168,17.005,148.368,11.301,5.669,27.047,275.967,32.416,5.363,835.491,29.894,16.888,22.71,-22.771,18.623,20.22,8.92,0,0,4.371,2.221,1.992,0.838,-0.229,0.004,0.004,19.879,17.772,18.806,20.277,20.597,20.399,18.576,17.774,17.974,20.147,20.094,20.31,17.478,16.422,16.464,18.849,20.072,3725,2178
3759438131,3.33756667,27.882,13.627,17.136,19.82,10.003,17.095,1637.296,0.781,398.791,26.526,14.391,4.214,0,0,0,0,0,5705.64,1.398,0,292.735,13.397,159.204,16.982,148.245,11.275,5.671,27.042,275.985,32.419,5.37,834.922,29.931,16.868,22.729,-22.772,18.616,20.212,8.937,0,0,4.372,2.208,1.995,0.861,-0.188,0.004,0.004,19.866,17.755,18.785,20.278,20.584,20.407,18.589,17.76,17.962,20.128,20.091,20.284,17.475,16.42,16.462,18.848,20.07,3725,2178
3759438133,3.362250002,27.938,13.628,17.137,19.835,9.973,17.095,1637.364,0.821,398.768,26.547,14.392,4.186,0,0,0,0,0,5685.853,1.4,0,292.725,13.401,159.156,17.004,148.119,11.248,5.72,27.046,275.742,32.386,5.334,835.304,29.911,16.857,22.74,-22.771,18.611,20.195,8.947,0,0,4.373,2.276,1.988,0.789,-0.295,0.004,0.004,19.876,17.747,18.799,20.281,20.58,20.413,18.581,17.762,17.968,20.141,20.076,20.296,17.465,16.418,16.473,18.844,20.082,3725,2178
3759438135,3.397666669,27.903,13.625,17.137,19.823,9.995,16.979,1625.352,0.826,398.784,26.524,14.391,4.129,0,0,0,0,0,5686.105,1.412,0,292.736,13.402,159.175,17.015,148.147,11.254,5.724,27.058,275.836,32.399,5.335,834.665,29.882,16.876,22.728,-22.773,18.618,20.212,8.958,0,0,4.372,2.261,1.982,0.828,-0.213,0.004,0.004,19.878,17.736,18.801,20.299,20.57,20.404,18.582,17.768,17.974,20.144,20.073,20.304,17.477,16.43,16.454,18.847,20.069,3725,2178
3759438137,3.426500003,27.95,13.644,17.137,19.828,9.982,16.979,1599.523,0.808,398.75,26.533,14.392,4.134,0,0,0,0,0,5711.352,1.406,0,292.778,13.403,159.177,17.008,148.276,11.281,5.691,27.072,275.702,32.38,5.302,834.716,29.91,16.929,22.691,-22.772,18.616,20.207,8.926,0,0,4.372,2.265,2,0.83,-0.261,0.004,0.004,19.858,17.749,18.799,20.273,20.574,20.378,18.57,17.762,17.988,20.145,20.089,20.3,17.477,16.414,16.464,18.844,20.073,3725,2178
3759438139,3.462283333,27.916,13.645,17.137,19.826,10.005,16.979,1629.145,0.779,398.776,26.522,14.389,4.205,0,0,0,0,0,5699.541,1.402,0,292.668,13.391,159.183,17.009,148.133,11.251,5.721,27.08,275.908,32.408,5.322,835.407,29.87,16.865,22.711,-22.772,18.648,20.209,8.958,0,0,4.37,2.216,1.985,0.884,-0.188,0.004,0.004,19.855,17.738,18.775,20.263,20.597,20.402,18.58,17.774,17.989,20.149,20.098,20.281,17.48,16.412,16.461,18.848,20.066,3725,2178
3759438141,3.497233335,27.908,13.671,17.137,19.829,9.989,17.095,1648.666,0.812,398.71,26.545,14.39,4.131,0,0,0,0,0,5693.036,1.413,0,292.717,13.401,159.126,17.043,148.233,11.272,5.734,27.038,276.153,32.441,5.397,835.123,29.886,16.873,22.718,-22.772,18.624,20.19,8.918,0,0,4.373,2.284,1.986,0.982,-0.239,0.004,0.004,19.85,17.729,18.786,20.272,20.593,20.396,18.596,17.765,17.986,20.143,20.071,20.287,17.484,16.411,16.468,18.843,20.071,3725,2178
3759438143,3.532833338,27.955,13.676,17.137,19.811,10.003,17.095,1637.362,0.834,398.743,26.523,14.391,4.119,0,0,0,0,0,5712.855,1.41,0,293.158,13.38,159.178,17.051,148.137,11.252,5.762,27.051,276.189,32.446,5.389,835.113,29.876,16.931,22.726,-22.773,18.574,20.229,8.977,0,0,4.38,2.306,1.981,0.937,-0.176,0.004,0.004,19.85,17.736,18.784,20.282,20.569,20.417,18.603,17.759,17.974,20.139,20.067,20.3,17.489,16.422,16.487,18.851,20.071,3725,2178
3759438145,3.569033337,27.921,13.675,17.136,19.82,10.003,16.979,1625.983,0.822,398.758,26.549,14.392,4.2,0,0,0,0,0,5706.308,1.396,0,292.66,13.387,159.072,17.079,148.194,11.264,5.779,27.024,275.741,32.386,5.355,835.119,29.862,16.882,22.719,-22.772,18.589,20.239,8.975,0,0,4.374,2.29,1.98,0.976,-0.187,0.004,0.004,19.849,17.741,18.775,20.26,20.573,20.405,18.58,17.75,17.957,20.133,20.056,20.298,17.482,16.417,16.464,18.847,20.063,3725,2178
3759438147,3.59835,27.917,13.657,17.136,19.824,9.991,16.979,1612.891,0.809,398.774,26.531,14.392,4.029,0,0,0,0,0,5682.844,1.44,0,293.122,13.395,159.107,17.052,148.193,11.264,5.752,27,275.833,32.398,5.392,835.093,29.842,16.899,22.729,-22.772,18.582,20.211,8.947,0,0,4.381,2.269,1.971,0.919,-0.229,0.004,0.004,19.848,17.742,18.781,20.287,20.571,20.413,18.591,17.76,17.978,20.151,20.067,20.281,17.465,16.407,16.465,18.844,20.069,3725,2178
3759438149,3.633716671,27.923,13.612,17.136,19.809,9.986,16.979,1629.774,0.794,398.783,26.561,14.391,4.058,0,0,0,0,0,5759.698,1.415,0,292.923,13.393,159.146,17.084,148.247,11.275,5.772,27.038,275.784,32.392,5.347,834.78,29.84,16.836,22.707,-22.771,18.58,20.208,8.932,0,0,4.377,2.224,1.976,0.754,-0.223,0.004,0.004,19.86,17.75,18.761,20.275,20.553,20.397,18.566,17.759,17.95,20.135,20.067,20.295,17.483,16.412,16.469,18.837,20.055,3725,2178
3759438151,3.66321667,27.917,13.643,17.136,19.822,9.991,16.98,1634.5,0.813,398.767,26.545,14.391,4.099,0,0,0,0,0,5715.892,1.41,0,292.704,13.393,159.134,17.074,148.165,11.258,5.78,27.045,275.88,32.404,5.353,835.728,29.855,16.89,22.714,-22.772,18.575,20.201,8.943,0,0,4.374,2.265,1.98,0.873,-0.223,0.004,0.004,19.858,17.744,18.769,20.274,20.56,20.42,18.575,17.754,17.94,20.139,20.058,20.275,17.469,16.417,16.463,18.834,20.068,3725,2178
3759438153,3.694733334,27.93,13.651,17.137,19.799,9.977,17.095,1634.456,0.818,398.758,26.54,14.39,4.143,0,0,0,0,0,5707.177,1.4,0,292.739,13.371,159.133,17.066,148.179,11.261,5.769,27.045,276.19,32.446,5.395,835.102,29.866,16.879,22.724,-22.771,18.573,20.185,8.925,0,0,4.374,2.285,1.979,0.883,-0.236,0.004,0.004,19.866,17.726,18.759,20.254,20.56,20.408,18.577,17.753,17.981,20.15,20.042,20.243,17.469,16.41,16.458,18.841,20.048,3725,2178
3759438155,3.725750001,27.931,13.64,17.137,19.806,9.981,16.979,1636.268,0.818,398.742,26.533,14.391,4.015,0,0,0,0,0,5690.178,1.388,0,292.77,13.39,159.026,17.051,148.22,11.269,5.745,27.032,275.924,32.41,5.372,835.526,29.858,16.851,22.708,-22.771,18.593,20.154,8.885,0,0,4.375,2.275,1.983,0.842,-0.233,0.004,0.004,19.862,17.721,18.774,20.247,20.545,20.423,18.587,17.758,17.978,20.15,20.058,20.269,17.469,16.411,16.457,18.823,20.051,3725,2178
3759438156,3.755733339,27.922,13.649,17.137,19.833,9.994,17.095,1636.673,0.82,398.75,26.54,14.391,4.056,0,0,0,0,0,5667.819,1.391,0,293.101,13.392,159.12,17.055,148.181,11.261,5.757,26.991,276.092,32.433,5.436,835.562,29.878,16.89,22.722,-22.772,18.588,20.18,8.919,0,0,4.381,2.276,1.984,0.885,-0.228,0.004,0.004,19.852,17.725,18.791,20.237,20.547,20.399,18.579,17.758,17.959,20.145,20.054,20.254,17.477,16.416,16.463,18.828,20.055,3725,2178
3759438158,3.780616665,27.911,13.634,17.136,19.824,9.992,17.095,1608.652,0.821,398.766,26.542,14.392,4.079,0,0,0,0,0,5674.341,1.422,0,292.742,13.379,159.133,17.054,148.261,11.278,5.74,27.013,276.014,32.423,5.404,835.728,29.86,16.855,22.722,-22.772,18.577,20.187,8.909,0,0,4.375,2.268,1.98,0.848,-0.225,0.004,0.004,19.853,17.723,18.794,20.242,20.558,20.41,18.578,17.769,17.969,20.16,20.056,20.25,17.473,16.414,16.469,18.834,20.063,3725,2178
3759438160,3.814599999,27.926,13.649,17.137,19.813,9.976,16.981,1634.65,0.789,398.783,26.517,14.392,4.153,0,0,0,0,0,5728.875,1.401,0,292.675,13.377,159.063,17.051,148.256,11.277,5.738,27.002,276.226,32.451,5.443,834.775,29.861,16.879,22.719,-22.772,18.585,20.196,8.919,0,0,4.374,2.248,1.978,0.879,-0.258,0.004,0.004,19.836,17.722,18.806,20.242,20.558,20.395,18.569,17.762,17.971,20.145,20.036,20.268,17.466,16.411,16.456,18.833,20.058,3725,2178
3759438162,3.84391667,27.907,13.653,17.136,19.819,9.988,17.093,1609.626,0.819,398.776,26.529,14.391,4.127,0,0,0,0,0,5690.728,1.412,0,292.712,13.4,159.057,17.015,148.264,11.279,5.7,27.026,276.035,32.425,5.394,835.178,29.859,16.867,22.723,-22.771,18.553,20.217,8.939,0,0,4.373,2.28,1.978,0.919,-0.229,0.004,0.004,19.858,17.724,18.793,20.239,20.567,20.4,18.583,17.763,17.992,20.152,20.076,20.265,17.482,16.412,16.454,18.829,20.062,3725,2178
3759438163,3.872350001,27.95,13.677,17.136,19.802,9.991,16.979,1575.765,0.79,398.76,26.528,14.39,4.147,0,0,0,0,0,5710.726,1.423,0,293.131,13.398,159.172,17.013,148.194,11.264,5.712,27.009,276.042,32.426,5.411,834.976,29.873,16.843,22.72,-22.77,18.587,20.21,8.946,0,0,4.38,2.259,1.982,0.948,-0.198,0.004,0.004,19.852,17.738,18.802,20.246,20.556,20.385,18.578,17.762,17.997,20.146,20.085,20.248,17.466,16.404,16.439,18.831,20.048,3725,2178
3759438165,3.901366671,27.904,13.669,17.136,19.829,9.974,16.979,1620.572,0.753,398.734,26.53,14.391,4.204,0,0,0,0,0,5729.118,1.426,0,293.015,13.377,159.162,17.009,148.252,11.276,5.697,27.009,276.123,32.437,5.422,834.705,29.856,16.896,22.717,-22.772,18.546,20.203,8.927,0,0,4.378,2.217,1.978,0.979,-0.286,0.004,0.004,19.849,17.732,18.79,20.209,20.57,20.395,18.568,17.752,17.989,20.138,20.058,20.268,17.477,16.413,16.458,18.831,20.043,3725,2178
3759438167,3.93805,27.908,13.676,17.136,19.812,9.992,16.979,1642.492,0.803,398.76,26.522,14.392,4.122,0,0,0,0,0,5735.034,1.424,0,293.207,13.405,159.054,17.017,148.339,11.294,5.686,26.985,275.939,32.412,5.422,835.07,29.848,16.899,22.685,-22.772,18.555,20.189,8.894,0,0,4.382,2.274,1.985,0.999,-0.211,0.004,0.004,19.846,17.699,18.768,20.229,20.572,20.4,18.579,17.751,17.983,20.131,20.054,20.241,17.457,16.394,16.446,18.833,20.054,3725,2178
3759438169,3.966550001,27.926,13.688,17.137,19.818,10.008,17.094,1611.158,0.827,398.774,26.517,14.391,4.155,0,0,0,0,0,5731.051,1.431,0,293.159,13.405,159.194,16.98,148.222,11.27,5.673,26.998,275.97,32.417,5.412,835.466,29.85,16.851,22.711,-22.772,18.526,20.2,8.93,0,0,4.38,2.303,1.979,1.015,-0.171,0.004,0.004,19.846,17.694,18.797,20.205,20.558,20.398,18.572,17.752,17.98,20.127,20.047,20.25,17.452,16.392,16.445,18.836,20.056,3725,2178
3759438171,3.995450004,27.931,13.666,17.136,19.82,9.977,17.095,1606.233,0.792,398.759,26.55,14.391,4.183,0,0,0,0,0,5743.376,1.424,0,293.071,13.393,159.197,16.979,148.231,11.272,5.671,26.996,276.031,32.425,5.423,835.584,29.857,16.903,22.696,-22.772,18.556,20.205,8.933,0,0,4.379,2.262,1.986,0.934,-0.263,0.004,0.004,19.859,17.715,18.823,20.203,20.556,20.399,18.571,17.745,17.985,20.134,20.032,20.285,17.457,16.41,16.45,18.836,20.07,3725,2178
3759438173,4.024466666,27.936,13.661,17.137,19.81,10,17.095,1631.341,0.787,398.768,26.526,14.391,4.238,0,0,0,0,0,5731.831,1.398,0,292.704,13.395,159.136,16.987,148.331,11.293,5.657,27.004,276.095,32.434,5.423,835.55,29.851,16.899,22.675,-22.771,18.573,20.217,8.925,0,0,4.373,2.238,1.99,0.908,-0.182,0.004,0.004,19.837,17.712,18.79,20.202,20.557,20.358,18.557,17.731,17.962,20.113,20.001,20.263,17.444,16.393,16.424,18.84,20.066,3725,2178
3759438174,4.05411667,27.921,13.682,17.135,19.811,9.983,17.095,1626.227,0.815,398.76,26.559,14.391,4.208,0,0,0,0,0,5685.582,1.4,0,292.768,13.385,159.145,16.972,148.236,11.273,5.663,27.025,276.056,32.428,5.397,834.703,29.859,16.916,22.708,-22.772,18.592,20.207,8.934,0,0,4.373,2.298,1.981,1.002,-0.233,0.004,0.004,19.844,17.702,18.769,20.207,20.567,20.367,18.562,17.74,17.974,20.12,20.027,20.266,17.44,16.395,16.437,18.836,20.068,3725,2178
3759438176,4.083300002,27.912,13.668,17.137,19.828,9.998,16.979,1633.584,0.809,398.753,26.542,14.39,4.278,0,0,0,0,0,5688.916,1.409,0,293.157,13.4,159.094,16.959,148.257,11.277,5.645,27.028,276.076,32.431,5.397,835.575,29.874,16.871,22.674,-22.772,18.591,20.22,8.943,0,0,4.378,2.273,1.996,0.968,-0.211,0.004,0.004,19.838,17.716,18.769,20.228,20.553,20.374,18.573,17.746,17.993,20.119,20.034,20.28,17.453,16.391,16.438,18.844,20.07,3725,2178
3759438178,4.112733332,27.942,13.682,17.135,19.836,10.001,16.979,1634.958,0.817,398.728,26.548,14.39,4.326,0,0,0,0,0,5706.075,1.411,0,292.691,13.387,159.171,16.921,148.336,11.293,5.591,27.023,276.069,32.43,5.401,835.402,29.858,16.91,22.674,-22.772,18.609,20.21,8.917,0,0,4.37,2.29,1.992,0.976,-0.213,0.004,0.004,19.844,17.713,18.769,20.237,20.566,20.369,18.576,17.753,17.97,20.117,20.043,20.26,17.449,16.392,16.433,18.84,20.064,3725,2178
3759438180,4.146516673,27.946,13.692,17.137,19.817,10.003,16.98,1623.741,0.819,398.744,26.545,14.392,4.344,0,0,0,0,0,5708.495,1.418,0,292.625,13.391,159.108,16.883,148.342,11.295,5.552,27.021,276.053,32.428,5.401,834.993,29.874,16.888,22.688,-22.771,18.608,20.204,8.909,0,0,4.368,2.297,1.991,1.001,-0.183,0.004,0.004,19.835,17.714,18.758,20.229,20.555,20.392,18.574,17.746,17.964,20.101,20.064,20.239,17.449,16.38,16.428,18.843,20.051,3725,2178
3759438182,4.176033338,27.886,13.661,17.136,19.791,10.009,16.98,1638.454,0.806,398.782,26.538,14.39,4.318,0,0,0,0,0,5721.235,1.386,0,292.79,13.403,159.128,16.897,148.226,11.271,5.589,27.015,276.128,32.438,5.416,835.578,29.86,16.868,22.681,-22.771,18.551,20.206,8.935,0,0,4.371,2.258,1.991,0.978,-0.132,0.004,0.004,19.833,17.71,18.765,20.228,20.553,20.359,18.581,17.736,17.971,20.121,20.057,20.262,17.455,16.398,16.444,18.826,20.049,3725,2178
3759438183,4.205266666,27.921,13.643,17.136,19.812,9.998,16.979,1656.148,0.823,398.744,26.548,14.391,4.335,0,0,0,0,0,5663.971,1.416,0,292.644,13.385,159.186,16.919,148.26,11.278,5.605,27.009,275.751,32.387,5.371,835.081,29.872,16.875,22.701,-22.772,18.578,20.216,8.938,0,0,4.37,2.273,1.987,0.867,-0.192,0.004,0.004,19.85,17.725,18.779,20.234,20.535,20.335,18.564,17.723,17.972,20.116,20.049,20.252,17.466,16.408,16.454,18.835,20.057,3725,2178
3759438185,4.234750001,27.957,13.659,17.136,19.793,9.993,17.094,1646.917,0.843,398.767,26.544,14.391,4.237,0,0,0,0,0,5717.113,1.393,0,292.705,13.385,159.097,16.894,148.226,11.271,5.586,27.016,275.967,32.416,5.394,835.847,29.881,16.917,22.672,-22.771,18.579,20.224,8.954,0,0,4.37,2.31,2,0.873,-0.182,0.004,0.004,19.845,17.714,18.782,20.231,20.543,20.362,18.581,17.723,17.973,20.112,20.035,20.259,17.479,16.405,16.458,18.838,20.05,3725,2178
3759438187,4.269733334,27.937,13.668,17.136,19.805,9.987,17.095,1616.863,0.832,398.75,26.533,14.391,4.314,0,0,0,0,0,5676.336,1.426,0,292.757,13.397,159.097,16.871,148.241,11.274,5.561,27.026,276.121,32.437,5.405,835.172,29.853,16.882,22.689,-22.771,18.637,20.216,8.942,0,0,4.37,2.308,1.986,0.931,-0.215,0.004,0.004,19.836,17.703,18.779,20.279,20.555,20.391,18.561,17.725,17.968,20.128,20.046,20.261,17.459,16.402,16.44,18.839,20.058,3725,2178
3759438189,4.292850002,27.929,13.686,17.135,19.815,9.992,17.095,1616.906,0.799,398.753,26.569,14.391,4.278,0,0,0,0,0,5735.771,1.404,0,292.595,13.404,159.154,16.845,148.399,11.307,5.502,27.029,276.047,32.427,5.392,834.894,29.839,16.874,22.692,-22.772,18.613,20.223,8.916,0,0,4.366,2.275,1.98,1.005,-0.212,0.004,0.004,19.836,17.718,18.755,20.298,20.539,20.379,18.566,17.726,17.96,20.115,20.051,20.26,17.462,16.417,16.461,18.842,20.062,3725,2178
3759438190,4.3216,27.913,13.663,17.137,19.792,10.014,17.094,1622.794,0.798,398.761,26.562,14.392,4.253,0,0,0,0,0,5735.934,1.424,0,292.71,13.407,159.189,16.869,148.389,11.305,5.528,27.034,276.095,32.434,5.393,835.073,29.86,16.891,22.686,-22.771,18.612,20.24,8.935,0,0,4.368,2.247,1.988,0.947,-0.119,0.004,0.004,19.851,17.711,18.77,20.291,20.526,20.381,18.574,17.751,17.969,20.138,20.064,20.26,17.468,16.393,16.455,18.838,20.052,3725,2178
3759438192,4.350283337,27.934,13.641,17.137,19.818,9.984,17.002,1609.025,0.805,398.773,26.559,14.391,4.291,0,0,0,0,0,5730.35,1.401,0,293.033,13.411,159.203,16.873,148.316,11.29,5.547,27.025,276.036,32.426,5.394,834.85,29.834,16.873,22.661,-22.771,18.627,20.221,8.931,0,0,4.374,2.257,1.987,0.84,-0.238,0.004,0.004,19.843,17.709,18.757,20.285,20.551,20.376,18.572,17.73,17.963,20.124,20.054,20.274,17.467,16.394,16.437,18.841,20.051,3725,2178
3759438194,4.38076667,27.941,13.677,17.136,19.811,9.991,16.979,1638.371,0.79,398.751,26.545,14.391,4.213,0,0,0,0,0,5690.512,1.411,0,292.712,13.401,159.224,16.864,148.329,11.292,5.535,27.032,275.944,32.413,5.374,835.217,29.859,16.894,22.705,-22.772,18.647,20.233,8.941,0,0,4.368,2.258,1.983,0.959,-0.21,0.004,0.004,19.845,17.724,18.773,20.27,20.557,20.372,18.589,17.741,17.981,20.131,20.067,20.283,17.469,16.402,16.463,18.836,20.06,3725,2178
3759438196,4.414450002,27.911,13.69,17.137,19.791,10.035,16.979,1622.701,0.823,398.751,26.532,14.391,4.277,0,0,0,0,0,5708.509,1.403,0,292.746,13.39,159.176,16.895,148.298,11.286,5.573,27.017,276.109,32.435,5.412,835.377,29.864,16.907,22.677,-22.772,18.647,20.213,8.927,0,0,4.37,2.282,1.992,1.042,-0.056,0.004,0.004,19.839,17.707,18.741,20.271,20.559,20.393,18.571,17.762,17.979,20.131,20.057,20.269,17.466,16.4,16.463,18.836,20.053,3725,2178
3759438198,4.449233333,27.915,13.683,17.136,19.811,10.011,17.094,1641.108,0.805,398.77,26.554,14.391,4.195,0,0,0,0,0,5694.408,1.398,0,292.684,13.389,159.12,16.889,148.278,11.282,5.571,27.034,276.038,32.426,5.386,835.557,29.855,16.876,22.666,-22.772,18.677,20.207,8.926,0,0,4.369,2.27,1.993,1.015,-0.151,0.004,0.004,19.851,17.734,18.759,20.253,20.55,20.394,18.582,17.752,17.961,20.133,20.05,20.277,17.484,16.415,16.452,18.833,20.061,3725,2178
3759438200,4.479000004,27.897,13.651,17.137,19.822,9.972,17.094,1596.852,0.826,398.763,26.579,14.391,4.183,0,0,0,0,0,5686.554,1.4,0,293.072,13.394,159.116,16.89,148.162,11.257,5.596,27.024,276.095,32.434,5.404,835.492,29.86,16.91,22.683,-22.772,18.659,20.216,8.959,0,0,4.375,2.298,1.99,0.926,-0.282,0.004,0.004,19.839,17.73,18.739,20.249,20.534,20.35,18.56,17.728,17.929,20.131,20.052,20.257,17.459,16.394,16.441,18.842,20.051,3725,2178
3759438202,4.508133332,27.918,13.631,17.136,19.816,9.965,17.094,1624.535,0.776,398.769,26.549,14.391,4.194,0,0,0,0,0,5689.426,1.418,0,292.812,13.402,159.142,16.904,148.247,11.275,5.593,27.034,276.066,32.43,5.389,835.702,29.869,16.891,22.684,-22.771,18.659,20.202,8.927,0,0,4.371,2.226,1.993,0.827,-0.293,0.004,0.004,19.842,17.725,18.78,20.227,20.55,20.378,18.572,17.743,17.944,20.132,20.062,20.276,17.463,16.396,16.437,18.835,20.051,3725,2178
3759438204,4.541716671,27.89,13.651,17.135,19.812,10.009,17.094,1627.565,0.807,398.758,26.518,14.394,4.246,0,0,0,0,0,5721.051,1.417,0,292.701,13.383,159.182,16.894,148.297,11.286,5.572,27.06,276.162,32.443,5.377,835.104,29.892,16.894,22.685,-22.772,18.654,20.219,8.934,0,0,4.368,2.253,1.997,0.932,-0.161,0.004,0.004,19.832,17.714,18.773,20.264,20.561,20.374,18.584,17.746,17.941,20.137,20.071,20.267,17.465,16.403,16.438,18.839,20.062,3725,2178
3759438205,4.571716666,27.925,13.672,17.137,19.79,10.012,17.095,1631.412,0.811,398.839,26.547,14.391,4.235,0,0,0,0,0,5718.46,1.43,0,292.641,13.392,159.087,16.876,148.223,11.271,5.569,27.025,276.033,32.426,5.394,835.88,29.879,16.867,22.673,-22.773,18.624,20.207,8.936,0,0,4.368,2.268,1.999,0.961,-0.122,0.004,0.004,19.84,17.721,18.796,20.268,20.551,20.368,18.565,17.739,17.949,20.121,20.062,20.267,17.466,16.419,16.457,18.831,20.071,3725,2178
3759438207,4.60165,27.9,13.663,17.136,19.82,10.012,16.98,1640.401,0.815,398.765,26.592,14.391,4.208,0,0,0,0,0,5742.18,1.416,0,292.893,13.39,159.129,16.88,148.328,11.292,5.551,27.026,276.137,32.439,5.407,835.348,29.852,16.911,22.683,-22.772,18.65,20.228,8.935,0,0,4.372,2.268,1.987,0.964,-0.16,0.004,0.004,19.833,17.709,18.804,20.269,20.541,20.395,18.556,17.729,17.956,20.131,20.069,20.271,17.478,16.42,16.461,18.838,20.053,3725,2178
3759438209,4.631583333,27.93,13.654,17.137,19.814,9.99,17.095,1621.15,0.825,398.759,26.534,14.39,4.195,0,0,0,0,0,5718.411,1.415,0,292.744,13.389,159.12,16.888,148.232,11.272,5.58,27.052,276.159,32.442,5.384,834.73,29.864,16.845,22.674,-22.772,18.649,20.229,8.957,0,0,4.369,2.287,1.992,0.894,-0.216,0.004,0.004,19.83,17.7,18.782,20.252,20.544,20.388,18.563,17.738,17.966,20.126,20.086,20.278,17.464,16.405,16.447,18.84,20.047,3725,2178
